"",PP,Sr#,Polling Station Name,PS Type,"Block
Code",Area,Male Vote,Female Vote,Total Vote,"Male
Booth","Female
Booth","Total
Booth"
گڈولہ ڈگرکوڑے والہ
گڈولہ ڈگرمحلہ ملکانوالہ","204
338
128
670","178
215
101
494","382
553
229
1164",2,1,3

"",90,170,Govt Boys High School Godola Daggar (P),Combined,"139030221
139030223","گڈولہ ڈگرکھوکھرانوالہ
گڈولہ ڈگر محلہ کھوکھرانوالہ","122
339
461","92
297
389","214
636
850",1,1,2

"",90,171,Govt Boys High School Godola Daggar (P),Combined,"139030224
139030225","گڈولہ ڈگرمحلہ پیرفارسی
گڈولہ ڈگرشہر","386
183
569","316
148
464","702
331
1033",1,1,2

"",90,172,"Govt Model Primary School Chunni Shumali
Daggar",Combined,"139030216
139030217
139030218","چونی شمالی ڈگر
چونی شمالی ڈگر
شیخ ڈگر","253
294
158
705","168
223
145
536","421
517
309
1241",2,1,3

90,173,Govt Boys Primary School Chak No30TDA,Combined,"139030802
139030805","چک نمبر29  اے/ ٹی ڈی اے
چک نمبر31 ٹی ڈی اے","180
110
290","148
93
241","328
203
531",1,1,2,

"",90,174,Govt Model Primary School Chak No30TDA,Combined,"139030803
139030804","چک نمبر30 ٹی ڈی اے
چک نمبر30 اے ٹی ڈی اے","317
326
643","264
208
472","581
534
1115",2,1,3

"",90,175,Govt Girls Primary School Chak No 196 TDA,Combined,"139060403
139060501
139060502
139060503
139060603","چک نمبر190 ٹی ڈی اے
چک نمبر191 ٹی ڈی اے
چک نمبر192 ٹی ڈی اے
چک نمبر 194 ٹی ڈی اے
چک نمبر196 ٹی ڈی اے","43
95
110
19
478
745","31
51
76
27
348
533","74
146
186
46
826
1278",2,1,3

"",90,176,"Govt Girls High School Bakhtawar Wala
193TDA (Primary Portion)",Combined,"139060401
139060402","چک نمبر189 ٹی ڈی اے
چک نمبر193ٹی ڈی اے","166
423
589","129
357
486","295
780
1075",1,1,2

"",90,177,Govt Boys Elementary School 195 TDA,Combined,"139060601
139060602
139060604
139060605","چک نمبر195 ٹی ڈی اے
چک نمبر195 ٹی ڈی اے
چک نمبر197 ٹی ڈی اے
چک نمبر198 ٹی ڈی اے","307
513
10
105
935","250
427
6
92
775","557
940
16
197
1710",2,1,3

116644,93150,209794,253,189,442,,,,,,,

"",PP,Sr#,Polling Station Name,PS Type,"Block
Code",Area,Male Vote,Female Vote,Total Vote,"Male
Booth","Female
Booth","Total
Booth"

"",91,1,Govt Girls High School China Daggar (P),Combined,"139040104
139040105","چھینہ ڈگر ٹبہ چنجیریاں والہ ٹبہ شمالی
چھینہ ڈگرمحلہ چغتائیاں والہ","468
391
859","403
318
721","871
709
1580",2,2,4

"",91,2,Govt Boys High School China Daggar (P),Combined,"139040106
139040107
139040110","چھینہ ڈگرعیدگاہ شمالی
چھینہ ڈگرمحلہ بھٹیانوالہ،ملکانوالہ
چھینہ ڈگرحسین والہ","369
283
321
973","308
277
275
860","677
560
596
1833",2,2,4

"",91,3,Govt Boys Primary School Hassan Khan wala,Combined,139040108,چھینہ ڈگرحسین خیل پٹھان,"681
681","576
576","1257
1257",2,1,3

"",91,4,"Govt Girls Primary School Dera Muhammad
Nawaz",Combined,139040109,چھینہ ڈگربستی فقیروالی، صابرآباد,"856
856","741
741","1597
1597",2,1,3

"",91,5,Govt Girls High School 42-43 TDA,Combined,"139040101
139040102","چک نمبر 40 بی ٹی ڈی اے
چک نمبر42 ٹی ڈی اے","221
599
820","159
500
659","380
1099
1479",2,1,3

"",91,6,"Govt Girls Community Modal Elementary
School Chak No 54 TDA (P)",Combined,139040103,چک نمبر 54 ٹی ڈی اے,"525
525","364
364","889
889",1,1,2

"",91,7,"Govt Boys Elementary School KhanPur
Shaumali",Combined,"139050401
139050402","خان پورشمالی
خان پورشمالی","316
336
652","247
232
479","563
568
1131",2,1,3

91,8,"Govt Boys Elementary School KhanPur
Shaumali",Combined,139050403,خان پورشمالی,"531
531","373
373","904
904",1,1,2,

"",91,9,Govt Girls Primary School Gajar wala,Combined,"139050103
139050104","خان پورجنوبی
خان پورجنوبی","427
447
874","334
354
688","761
801
1562",2,1,3

"",91,10,Govt Girls Primary School Khan Pur Janubi,Combined,"139050101
139050102","خان پورجنوبی
خان پورجنوبی","519
388
907","386
300
686","905
688
1593",2,1,3

"",91,11,Govt Boys Primary School Chak No 57-58ML,Combined,"139050405
139050406","چک نمبر 58ایم ایل
چک نمبر 57ایم ایل","501
552
1053","414
401
815","915
953
1868",2,2,4

"",91,12,Govt Boys High School Notak Daggar (P),Combined,"139040201
139040202","نوتک ڈگربستی بختاور
نوتک ڈگربستی سرگانی","298
262
560","251
232
483","549
494
1043",2,1,3

"",91,13,Govt Boys High School Notak Daggar (P),Female,"139040209
139040210","نوتک ڈگرخالق آباد
نوتک ڈگرخالق آباد","0
0","358
507
865","358
507
865",0,2,2

"",91,14,"Govt Boys High School Notak Primary
Portion (P)",Male,"139040209
139040210","نوتک ڈگرخالق آباد
نوتک ڈگرخالق آباد","455
664
1119","0
0","455
664
1119",2,0,2

"",91,15,"Govt Boys High School Notak Primary
Portion (P)",Combined,"139040207
139040208","نوتک ڈگرٹبہ جنوبی-مقدم والہ
نوتک ڈگر فتح پمپ","612
314
926","513
226
739","1125
540
1665",2,1,3

"",91,16,Govt Girls CMS Elementary School Notak No 1,Combined,"139040203
139040204","نوتک ڈگربستی سرگانی
نوتک ڈگربستی سرگانی","486
410
896","449
345
794","935
755
1690",2,1,3

"",91,17,Office Agriculture Officer Notak,Combined,"139040205
139040206","نوتک ڈگر،نوتک اڈا محلہ فقیرانوالہ
نوتک ڈگرمحلہ فقیرانوالہ","197
112
309","170
97
267","367
209
576",2,1,3

"",91,18,Govt Boys Primary School Chak No 55TDA,Combined,139040211,چک نمبر 55 ٹی ڈی اے,"777
777","613
613","1390
1390",2,1,3

"",91,19,Govt Boys Primary School Chak No 56TDA,Combined,139040212,چک نمبر 56 ٹی ڈی اے,"578
578","441
441","1019
1019",1,1,2

"",91,20,"Govt Girls High School Bakhtawar Wala
193TDA (Primary Portion)",Combined,"139060306
139060307","خانسرجنوبی
خانسرجنوبی","122
333
455","114
285
399","236
618
854",1,1,2

"",91,21,Govt Boys Elementary School Nawan Gasu,Male,"139060701
139060702","ڈگر شادا
ڈگر شادا","721
554
1275","0
0","721
554
1275",2,0,2

"",91,22,Govt Boys Elementary School Nawan Gasu,Female,"139060701
139060702","ڈگر شادا
ڈگر شادا","0
0","643
465
1108","643
465
1108",0,2,2

"",91,23,Govt Boys Primary School Chanjri,Male,"139060703
139060704
139060705","ڈگر شادا نمبر 2
ڈگر شادا نمبر 2
ڈگر شادا نمبر 2","320
290
368
978","0
0","320
290
368
978",2,0,2

"",91,24,Govt Girls Primary School Chanjri,Female,"139060703
139060704
139060705","ڈگر شادا نمبر 2
ڈگر شادا نمبر 2
ڈگر شادا نمبر 2","0
0","289
328
198
815","289
328
198
815",0,2,2

91,25,Govt Girls Primary School Zarhani,Female,"139060706
139060707
139060708","ڈگر شادا نمبر 3
ڈگر شادا نمبر 3
ڈگر شادا نمبر 3","0
0","388
153
325
866","388
153
325
866",0,2,2,

"",91,26,Govt Boys High School Daggar Shahda,Male,"139060706
139060707
139060708","ڈگر شادا نمبر 3
ڈگر شادا نمبر 3
ڈگر شادا نمبر 3","474
209
434
1117","0
0","474
209
434
1117",2,0,2

"",91,27,Govt Boys High School Daggar Shahda,Combined,"139060709
139060710","ڈگر شادا نمبر 4
ڈگر شادا نمبر 4","147
121
268","103
66
169","250
187
437",1,1,2

"",91,28,"Govt Boys Primary School Mured wala
Khansar",Combined,139060301,خانسر شمالی,"463
463","382
382","845
845",1,1,2

"",91,29,"Govt Girls Primary School Mured wala
Khansar",Combined,"139060303
139060304","خانسر شمالی
خانسر شمالی","316
194
510","277
184
461","593
378
971",1,1,2

"",91,30,"Govt Girls Primary School Norang Wala
Khansar",Combined,139060302,خانسر شمالی,"467
467","393
393","860
860",1,1,2

"",91,31,Govt Model School Mehmood wala,Combined,139060305,خانسرجنوبی,"895
895","818
818","1713
1713",2,2,4

"",91,32,Govt Boys High School Mankera  (P),Male,"140080101
140080102
140080103","محلہ سیٹھا نوالہ- منکیرہ ٹاؤن کمیٹی
محلہ شیخا نوالہ ٹاؤن  کمیٹی مینکرہ
محلہ کیساں والہ + اسلام آباد- منکیرہ ٹاؤن کمیٹی","331
291
438
1060","0
0","331
291
438
1060",2,0,2

"",91,33,Govt Boys High School Mankera  (P),Male,"140080104
140080105
140080106","محلہ کیساں والہ - منکیرہ ٹاؤن کمیٹی
محلہ اندرون قلعہ- منکیرہ ٹاؤن کمیٹی
محلہ سودھانوالہ اندرون قلعہ- منکیرہ ٹاؤن کمیٹی","230
285
638
1153","0
0","230
285
638
1153",2,0,2

"",91,34,Govt Girls Primary School Mankera No.2 (P),Female,"140080101
140080102
140080103","محلہ سیٹھا نوالہ- منکیرہ ٹاؤن کمیٹی
محلہ شیخا نوالہ ٹاؤن  کمیٹی مینکرہ
محلہ کیساں والہ + اسلام آباد- منکیرہ ٹاؤن کمیٹی","0
0","317
258
398
973","317
258
398
973",0,2,2

"",91,35,Govt Girls Primary School Mankera No.2 (P),Female,"140080104
140080105
140080106","محلہ کیساں والہ - منکیرہ ٹاؤن کمیٹی
محلہ اندرون قلعہ- منکیرہ ٹاؤن کمیٹی
محلہ سودھانوالہ اندرون قلعہ- منکیرہ ٹاؤن کمیٹی","0
0","248
279
549
1076","248
279
549
1076",0,2,2

"",91,36,Govt Girls Primary School Mankera No1  (P),Male,"140080201
140080202
140080205","محلہ عثمان آباد- منکیرہ ٹاؤن کمیٹی
محلہ چھینانوالہ- منکیرہ ٹاؤن کمیٹی
محلہ درزیاں والہ + ہسپتال کالونی- منکیرہ ٹاؤن کمیٹی","473
465
149
1087","0
0","473
465
149
1087",2,0,2

"",91,37,Govt Girls Primary School Mankera No1  (P),Male,"140080203
140080204","بستی شمالی- منکیرہ ٹاؤن کمیٹی
محلہ شفیع کالونی- منکیرہ ٹاؤن کمیٹی","701
518
1219","0
0","701
518
1219",2,0,2

"",91,38,Govt Girls High School Mamkera  (P),Female,"140080201
140080202
140080205","محلہ عثمان آباد- منکیرہ ٹاؤن کمیٹی
محلہ چھینانوالہ- منکیرہ ٹاؤن کمیٹی
محلہ درزیاں والہ + ہسپتال کالونی- منکیرہ ٹاؤن کمیٹی","0
0","407
382
117
906","407
382
117
906",0,2,2

"",91,39,Govt Girls High School Mamkera  (P),Female,"140080203
140080204","بستی شمالی- منکیرہ ٹاؤن کمیٹی
محلہ شفیع کالونی- منکیرہ ٹاؤن کمیٹی","0
0","699
402
1101","699
402
1101",0,2,2

91,40,Junior Public Elementary School Mankera,Combined,"140070102
140070103
140070104","منکیرہ
منکیرہ
رکھ باباہوندالال","69
383
7
459","55
294
3
352","124
677
10
811",1,1,2,

"",91,41,"Govt Boys Primary School Allot No 182
Chudhari wala",Combined,140070101,منکیرہ,"551
551","451
451","1002
1002",1,1,2

"",91,42,Govt Boys Primary School Ajab Khan Wala,Combined,"140070403
140070501
140070601","چک نمبر 3 رکھ منکیرہ
چک نمبر 4 رکھ منکیرہ
چک نمبر 5 رکھ منکیرہ","150
303
232
685","120
231
201
552","270
534
433
1237",2,1,3

"",91,43,Govt Girls Elementary School Ariyan wala,Combined,"140070401
140070402","چک نمبر 1رکھ منکیرہ
چک نمبر 2 رکھ منکیرہ","286
119
405","241
96
337","527
215
742",1,1,2

"",91,44,"Govt Boys Elementary School Noor Shah
Kasian wala (P)",Combined,"140070503
140070701
140070702","چک نمبر 8 رکھ منکیرہ
چک نمبر 9 رکھ منکیرہ
چک نمبر 9 رکھ منکیرہ","238
276
224
738","177
247
172
596","415
523
396
1334",2,1,3

"",91,45,"Govt Boys Primary School 10 RM Basti Shah
wali",Combined,"140070703
140070704","چک نمبر 10 رکھ منکیرہ
چک نمبر11 رکھ منکیرہ","449
374
823","355
311
666","804
685
1489",2,1,3

"",91,46,Govt Boys Primary School ALot Ali wali Rakh,Combined,"140070502
140070602
140070603","چک نمبر 7 رکھ منکیرہ
چک نمبر6 رکھ منکیرہ
چک نمبر 12 رکھ منکیرہ","216
305
134
655","161
184
134
479","377
489
268
1134",1,1,2

"",91,47,Govt Girls Elementary School Shafi Colony,Combined,"140050602
140050603","گل کالہ
گل کالہ","341
308
649","289
236
525","630
544
1174",1,1,2

"",91,48,Govt Boys Primary School Bumby Wala,Combined,"140050601
140050701","گل کالہ
رکھ گل کالہ","287
223
510","238
128
366","525
351
876",1,1,2

"",91,49,Boys Primary School Aulak wala,Combined,"140070201
140070205
140070211","پٹی پلندہ شمالی
پٹی پلندہ شمالی
رکھ چھکن","404
510
0
914","257
359
0
616","661
869
0
1530",2,1,3

"",91,50,"Govt Boys High School Pati Balanda Shumali
Middle Portion",Combined,"140070208
140070210","پٹی پلندہ جنوبی
پٹی پلندہ جنوبی","374
314
688","285
239
524","659
553
1212",2,1,3

"",91,51,"Govt Boys High School Pati Balanda Primary
Portion",Combined,140070209,پٹی پلندہ جنوبی,"516
516","404
404","920
920",1,1,2

"",91,52,Govt Boys Elementary School Sangeran Wala,Combined,140070206,پٹی پلندہ جنوبی,"664
664","502
502","1166
1166",2,1,3

"",91,53,Govt Boys Elementary School Sangeran Wala,Combined,140070207,پٹی پلندہ جنوبی,"533
533","355
355","888
888",1,1,2

"",91,54,Govt Boys Elementary School Shady wala,Combined,"140070202
140070203
140070204","پٹی پلندہ شمالی
پٹی پلندہ شمالی
پٹی پلندہ شمالی","274
143
210
627","166
98
135
399","440
241
345
1026",1,1,2

91,55,Govt Boys Primary School Jhangi Ram,Combined,140070301,جھانگی رام,"354
354","224
224","578
578",1,1,2,

"",91,56,Govt Boys Primary School Dadoo,Combined,"140070302
140070303
140070304","جھانگی رام
جھانگی رام
جھانگی رام","342
225
284
851","261
162
267
690","603
387
551
1541",2,1,3

"",91,57,Govt Boys Elementary School Magasi wala (P),Combined,"140050702
140060101","رکھ ڈگر کوٹلی
ڈگرکوٹلی شمالی","4
552
556","5
394
399","9
946
955",1,1,2

"",91,58,Govt Boys Elementary School Magasi wala (P),Combined,"140060103
140060104","ڈگرکوٹلی شمالی
ڈگرکوٹلی شمالی","537
329
866","456
281
737","993
610
1603",2,1,3

"",91,59,Govt Primary School Yaro wala,Combined,140060102,ڈگرکوٹلی شمالی,"537
537","466
466","1003
1003",1,1,2

"",91,60,"Govt Boys Primary School Mehrey Warach
Wala",Combined,"140060105
140060203","ڈگرکوٹلی شمالی
ڈگرکوٹلی درمیانی","289
386
675","235
281
516","524
667
1191",2,1,3

"",91,61,Govt Boys Primary School Nusrat wala,Combined,"140060201
140060202","ڈگرکوٹلی درمیانی
ڈگرکوٹلی درمیانی","281
214
495","214
158
372","495
372
867",1,1,2

"",91,62,Govt Boys Elementary School Aziz Abad,Combined,140060301,ڈگر کوٹلی جنوبی,"712
712","507
507","1219
1219",2,1,3

"",91,63,Govt Boys Elementary School Jari Sawag,Combined,"140060302
140060303","ڈگر کوٹلی جنوبی
ڈگر کوٹلی جنوبی","378
445
823","276
306
582","654
751
1405",2,1,3

"",91,64,Govt Boys High School Wigg (P),Male,"140050101
140050102
140050105
140050106","لتن شمالی وگ صدر، نواب والہ
لتن شمالی وگ صدر، نواب والہ
لتن شمالی محلہ موچیانوالہ وگ صدر
لتن شمالی محلہ موچیانوالہ وگ صدر","302
180
184
557
1223","0
0","302
180
184
557
1223",2,0,2

"",91,65,Govt Boys High School Wigg (P),Female,"140050101
140050102
140050105
140050106","لتن شمالی وگ صدر، نواب والہ
لتن شمالی وگ صدر، نواب والہ
لتن شمالی محلہ موچیانوالہ وگ صدر
لتن شمالی محلہ موچیانوالہ وگ صدر","0
0","249
147
193
465
1054","249
147
193
465
1054",0,2,2

"",91,66,Govt Girls Elementary  School Wigg Sadar,Combined,"140050103
140050104","لتن شمالی محلہ لشاریانوالہ وگ صدر
لتن شمالی محلہ لشاریانوالہ وگ صدر","158
743
901","32
758
790","190
1501
1691",2,2,4

"",91,67,Govt Boys High School Littan (P),Combined,140050107,لتن شمالی، نلکاچوھڑنوالہ,"519
519","374
374","893
893",1,1,2

"",91,68,Govt Girls High School Littan,Combined,140050801,لتن جنوبی,"809
809","688
688","1497
1497",2,1,3

"",91,69,Govt Girls Primary School Larra,Combined,140050502,پکا,"493
493","497
497","990
990",1,1,2

"",91,70,Govt  Primary School Larra,Combined,"140050503
140050504","پکا
پکا","243
343
586","167
327
494","410
670
1080",1,1,2

"",91,71,Govt Boys Primary School Pakka,Combined,140050501,پکا,"359
359","328
328","687
687",1,1,2

"",91,72,Govt Boys High School Karlu wala (P),Combined,"140050203
140050204","کارلو والہ نمبر1 شہر
کارلو والہ نمبر1 شہر","471
101
572","356
93
449","827
194
1021",1,1,2

91,73,Govt Boys High School Karlu wala (P),Combined,"140050206
140050207
140050301","کارلو والہ نمبر،1 حسین آباد
کارلو والہ نمبر1 خانن والہ
رکھ کارلووالہ","432
271
24
727","348
221
19
588","780
492
43
1315",2,1,3,

"",91,74,Govt Boys Primary School Gali Wala,Combined,140050208,کارلووالہ نمبر2 گلی والہ,"663
663","541
541","1204
1204",1,1,2

"",91,75,Govt Boys Primary School Sargy Wala,Combined,140050201,کارلو والہ نمبر،1چاہ چنجڑی,"405
405","371
371","776
776",1,1,2

"",91,76,Govt Boys Elementary School Luday Wala (P),Combined,140050205,کارلو والہ نمبر،1 لڈے والہ,"287
287","267
267","554
554",1,1,2

"",91,77,Govt Boys Primary School Naneo wala,Combined,140050202,کارلو والہ نمبر،1پھلے والہ، پننوں والہ,"690
690","590
590","1280
1280",2,1,3

"",91,78,Govt Boys Primary School Gully Bhatti Wala,Combined,"140050401
140050402","کوریہ جکھڑانوالہ
کوریہ جکھڑانوالہ","650
75
725","329
96
425","979
171
1150",2,1,3

"",91,79,Govt Boys Elementary School Korea (P),Combined,"140050403
140050404","کوریہ شہر
کوریہ یارووالہ","411
488
899","327
414
741","738
902
1640",2,1,3

"",91,80,Govt Boys School Muhammad Yar Wala,Combined,"140030401
140030402","حیدر آباد نمبر،1سنیاسی والہ، محمد یاروالہ
حیدر آباد نمبر،1 دھول والہ","605
347
952","421
245
666","1026
592
1618",2,1,3

"",91,81,Govt Boys Elementary School Chamb PS-1,Combined,140030504,حیدر آباد ،2مسلم والہ،گرپٹیاں,"374
374","252
252","626
626",1,1,2

"",91,82,Govt Boys Elementary School Chamb PS-2,Combined,"140030502
140030503","حیدر آباد ،2لوہےوالہ، بختاور والہ
حیدر آباد ،2لوہےوالہ، بختاور والہ","117
399
516","76
340
416","193
739
932",1,1,2

"",91,83,Govt Boys Elementary School Khan Wala (P),Combined,140030501,حیدر آباد ،2 ڈلوآباد، نائی والہ,"516
516","344
344","860
860",1,1,2

"",91,84,Govt Boys High School Haiderabad (P),Combined,"140030601
140030602
140030603
140030604
140030605","حیدر آباد نمبر7،3 مرلہ سکیم مہاجرانوالہ
حیدر آباد نمبر،3شمالی مہاجرانوالہ
حیدر آباد نمبر،3شمالی مہاجرانوالہ
حیدر آباد نمبر،3 محلہ مہاجرانولہ، فاروق اعظم
حیدر آباد نمبر،3 محلہ سادات","269
128
166
133
116
812","228
127
154
105
113
727","497
255
320
238
229
1539",2,1,3

"",91,85,"Govt Girls Primary School Mohallah Gharbi
H/Abad",Male,"140030606
140030609
140030610","حیدر آباد نمبر3 سادات،چگیاں والہ
حیدر آباد نمبر3 محلہ غربی، چینی والہ
حیدر آباد نمبر3 محلہ غربی، چینی والہ","354
500
312
1166","0
0","354
500
312
1166",2,0,2

"",91,86,"Govt Girls Primary School Mohallah Janubi
H/Abad",Female,"140030606
140030609
140030610","حیدر آباد نمبر3 سادات،چگیاں والہ
حیدر آباد نمبر3 محلہ غربی، چینی والہ
حیدر آباد نمبر3 محلہ غربی، چینی والہ","0
0","311
461
259
1031","311
461
259
1031",0,2,2

"",91,87,Govt Girls CM Elementary School Hederabad,Male,"140030607
140030608","حیدر آباد نمبر،3ممڑانوالہ، چینی ٹاؤن
حیدر آباد نمبر3 کمھارانوالہ، بیڑے والہ","832
103
935","0
0","832
103
935",2,0,2

"",91,88,Govt Girls CM Elementary School Hederabad,Female,"140030607
140030608","حیدر آباد نمبر،3ممڑانوالہ، چینی ٹاؤن
حیدر آباد نمبر3 کمھارانوالہ، بیڑے والہ","0
0","750
84
834","750
84
834",0,2,2

91,89,Govt Girls Primary School Cheena Haiderabad,Combined,"140030611
140030612
140030613","حیدر آباد نمبر3 محلہ غربی
حیدر آباد نمبر3 محلہ ملکانوالہ، بیڑے والہ
حیدر آباد نمبر3 محلہ ملکانوالہ، بیڑے والہ","266
206
156
628","193
168
104
465","459
374
260
1093",1,1,2,

"",91,90,Govt Boys Elementary School Islamabad (P),Combined,"140030705
140030706","حیدر آباد نمبر،4 ببلیاں والہ،چوروالہ
حیدر آباد نمبر4 موہالہ","358
456
814","242
278
520","600
734
1334",2,1,3

"",91,91,"Govt Model Primary School Ghup
Ghulwanwala",Combined,"140030707
140030708","حیدر آباد نمبر،4گھپ
حیدر آباد نمبر4 گھپ،گھلونوالہ","318
181
499","208
136
344","526
317
843",1,1,2

"",91,92,Govt Boys Primary School Shah Syed Ali wala,Combined,"140030701
140030702","حیدر آباد نمبر4 چاہ کچا، گوہروالہ
حیدر آباد نمبر4 چاہ سید علی شاہ","485
361
846","323
290
613","808
651
1459",2,1,3

"",91,93,Govt Girls Primary School Shah Syed Ali wala,Combined,"140030703
140030704","حیدر آباد نمبر،4 سیدعلی، اسلام آباد
حیدر آباد نمبر،4 سیدعلی، اسلام آباد","488
89
577","387
62
449","875
151
1026",1,1,2

"",91,94,Govt Boys Primary School Muhani Shah wala,Combined,"140030301
140030302
140030303","چک نمبر 17 رکھ حیدرآباد
چک نمبر 18 رکھ حیدرآباد
چک نمبر 19 رکھ حیدرآباد","478
254
116
848","460
182
111
753","938
436
227
1601",2,1,3

"",91,95,Govt Boys Primary School Lot No 255,Combined,"140010603
140010604
140010702
140020601
140020602
140020603
140020604
140030101
140030102
140030103
140030201
140030202
140030203
140030204","چک نمبر 14 رکھ حیدر آباد
چک نمبر 13 رکھ حیدرآ باد
چک نمبر 11 رکھ حیدرآباد
چک نمبر 4 رکھ حیدرآباد
چک نمبر 5 رکھ حیدرآباد
چک نمبر6 رکھ حیدرآباد
چک نمبر12 رکھ حیدرآباد
چک نمبر 3 رکھ حیدرآباد
چک نمبر7 رکھ حیدرآباد
چک نمبر 10 رکھ حیدرآباد
چک نمبر 1رکھ حیدرآباد
چک نمبر 2 رکھ حیدرآباد
چک نمبر 8 رکھ حیدرآباد
چک نمبر 9 رکھ حیدرآباد","10
0
62
15
0
23
55
25
84
76
84
125
39
18
616","7
0
54
12
0
12
35
25
64
49
59
73
29
9
428","17
0
116
27
0
35
90
50
148
125
143
198
68
27
1044",1,1,2

"",91,96,"Govt Boys Primary School Dera Mohabat
Walah",Combined,"140010501
140010502
140010503
140010601
140010602
140010701
140010703
140010704
140030104","چک نمبر 24 رکھ حیدرآباد
چک نمبر 25رکھ حیدر آباد
چک نمبر 26 رکھ حیدرآباد
چک نمبر 23 رکھ حیدرآباد
چک نمبر 22رکھ حیدر آباد
چک نمبر 15 رکھ حیدرآباد
چک نمبر 20 رکھ حیدرآ باد
چک نمبر21 رکھ حیدرآ باد
چک نمبر 16 رکھ حیدرآباد","58
0
1
4
6
82
97
15
29
292","52
0
0
4
5
55
51
20
15
202","110
0
1
8
11
137
148
35
44
494",1,1,2

91,97,Govt Boys High School Darbula (P),Combined,"140020404
140020405","دربولہ شہر
دربولہ تھل دربولہ","336
527
863","292
428
720","628
955
1583",2,1,3,

"",91,98,Govt Boys Elementary School Doury wala (P),Male,"140020402
140020403","دربولہ ڈورے والہ
دربولہ بھریڑی والہ","754
345
1099","0
0","754
345
1099",2,0,2

"",91,99,Govt Boys Elementary School Doury wala (P),Female,"140020402
140020403","دربولہ ڈورے والہ
دربولہ بھریڑی والہ","0
0","693
260
953","693
260
953",0,2,2

"",91,100,Govt Model Primary School Obhal,Combined,140020401,دربولہ اوبھل,"386
386","364
364","750
750",1,1,2

"",91,101,Govt Boys Primary School Topri wala,Combined,"140020406
140020407","دربولہ ٹوپری والہ
دربولہ ٹوپری والہ","387
269
656","295
228
523","682
497
1179",1,1,2

"",91,102,Govt Boys High School Mahni (P),Combined,"140020101
140020102","ما ہنی، سیال والہ
ما ہنی، بستی نورشاہ","414
317
731","364
257
621","778
574
1352",2,1,3

"",91,103,Govt Model Elementary School Mahni,Combined,"140020103
140020104","ما ہنی شہر
ما ہنی محلہ ماچھیانوالہ","433
229
662","364
183
547","797
412
1209",1,1,2

"",91,104,"Govt Boys High School Mahni (Pramari
Poration",Combined,"140020105
140020106","ما ہنی شہر
ما ہنی","561
195
756","484
143
627","1045
338
1383",2,1,3

"",91,105,Govt Primary School Dairy Form Rakh Mahni,Combined,"140020201
140020202","رکھ ما ہنی
رکھ ما ہنی","275
202
477","196
141
337","471
343
814",1,1,2

"",91,106,"Govt Boys Elementary School Bahdwal wala
(P)",Combined,140020305,بھڈوال والہ نون شریف,"452
452","369
369","821
821",1,1,2

"",91,107,"Govt Boys Elementary School Bahdwal wala
(P)",Combined,"140020306
140020307","بھڈوال والہ لنگروالہ
بھڈوال والہ شہر","440
169
609","375
111
486","815
280
1095",1,1,2

"",91,108,"Govt Boys High School SherGharh
No 1",Combined,"140020301
140020302
140020303
140020304","بھڈوال والہ شیرگڑھ
بھڈوال والہ شیرگڑھ
بھڈوال والہ شیرگڑھ
بھڈوال والہ شیرگڑھ","112
440
313
118
983","87
346
271
112
816","199
786
584
230
1799",2,1,3

"",91,109,Govt Boys High School Dhingana No 1 (P),Combined,"140010102
140010103
140010106
140010107","ڈھنگانہ شہر
ڈھنگانہ شہر
ڈھنگانہ شہر
ڈھنگانہ شہر","248
409
261
177
1095","200
231
198
105
734","448
640
459
282
1829",2,1,3

"",91,110,"Govt Boys High School Dhingana Middle
Portion",Combined,"140010104
140010105","ڈھنگانہ سندیلے والہ
ڈھنگانہ نائی والہ","281
342
623","163
258
421","444
600
1044",1,1,2

91,111,Govt Girls Primary School Magasi wala,Combined,"140010110
140010111","ڈھنگانہ چھینہ والہ
ڈھنگانہ غربی چاہ چنڈی، چاہ بوگی","451
583
1034","293
428
721","744
1011
1755",2,1,3,

"",91,112,Govt Boys Elementary School Shah wala,Combined,"140010101
140010201
140010202
140010301
140010302
140010303
140010401
140010402
140010403","ڈھنگانہ شاہ والہ
چک نمبر1 رکھ ڈھنگانہ
چک نمبر 2 رکھ ڈھنگانہ
چک نمبر 3 رکھ ڈھنگانہ
چک نمبر 4 رکھ ڈھنگانہ
چک نمبر 5 رکھ ڈھنگانہ
چک نمبر6 رکھ ڈھنگانہ
چک نمبر 7 رکھ ڈھنگانہ
چک نمبر 8 رکھ ڈھنگانہ","385
11
19
5
9
43
18
99
7
596","294
7
12
4
5
37
11
62
2
434","679
18
31
9
14
80
29
161
9
1030",1,1,2

"",91,113,Govt Boys Primary School Magasi wala,Combined,"140010108
140010109","ڈھنگانہ مگسی والہ، بستی گھلووالی
ڈھنگانہ مگسی والہ، بستی گھلووالی","330
404
734","270
278
548","600
682
1282",2,1,3

"",91,114,Govt Boys Elementary School Khew,Combined,"140020501
140020502
140020503","کھیومومن آباد
کھیومومن آباد
کھیومومن آباد","303
227
149
679","204
140
109
453","507
367
258
1132",2,1,3

"",91,115,Govt Boys Elementary School Khew,Combined,"140020504
140020505
