"",1,2,3,4,5,6,7,8,9,10,11,12,13
"",93,"Govt. Girls Elemantary School Qila SahibSingh(West Side)",-,-,"Moh. Mughal Pura,Moh. SiddiqueAkbar, Jalalpur Road,Skay Marage Hall,Moh. Mian da Kot.",169080207,,0,1258,1258,0,3,3
"",,,-,-,"Moh. Mughal Pura,Moh. SiddiqueAkbar, Jalalpur Road,Skay Marage Hall,Moh. Mian da Kot.",169080216,,0,342,342,,,
"",93 Total,,-,-,,,-,0,1600,1600,0,3,3
"",94,"Govt. Girls Elemantary School Qila SahibSingh(West Side)",-,-,"Moh. Mughal Pura,Moh. SiddiqueAkbar, Jalalpur Road,Skay Marage Hall,Moh. Mian da Kot.",169080215,,0,1123,1123,0,3,3
"",94 Total,,-,-,,,-,0,1123,1123,0,3,3
"-",-,"Moh. Mughal Pura,Moh. Hussain Pura",169090103,,118,0,118,,,,,,
"",,Hafizabad (East Side),-,-,"Moh. Mughal Pura,Moh. Hussain Pura",169090105,,135,0,135,,,
"",,,-,-,"Moh. Mughal Pura,Moh. Hussain Pura",169090106,,190,0,190,,,
"",,,-,-,"Moh. Mughal Pura,Moh. Hussain Pura",169090107,,88,0,88,,,
"",95 Total,,-,-,,,-,1087,0,1087,2,0,2
"",96,"Govt.  Boys Primary School MC No.4Hafizabad (South Side)",-,-,"Moh.Hussain Pura,Islam Pura, GulshanSiddique Town.","169090104(2/4)",Sr. No. 557 to 1508,952,0,952,2,0,2
"",96 Total,,-,-,,,-,952,0,952,2,0,2
"",97,"Govt. Girls  Primary School MC No. 3Hafizabad",-,-,"Moh. Mughal Pura,Moh. Hussain Pura",169090103,,0,100,100,0,3,3
"",,,-,-,"Moh.Hussain Pura,Islam Pura, GulshanSiddique Town.","169090104(1/2)",169090104 (1/2),0,1116,1116,,,
"",,,-,-,"Moh. Mughal Pura,Moh. Hussain Pura",169090105,,0,85,85,,,
"",,,-,-,"Moh. Mughal Pura,Moh. Hussain Pura",169090106,,0,139,139,,,
"",,,-,-,"Moh. Mughal Pura,Moh. Hussain Pura",169090107,,0,63,63,,,
"",97 Total,,-,-,,,-,0,1503,1503,0,3,3
"",98,Govt. D.H.Q Hospital Hafizabad (East Side),-,-,"Moh.Hussain Pura,Islam Pura, GulshanSiddique Town.","169090104(3/4)",Sr. No.1509 to 2460,952,0,952,2,0,2
"",98 Total,,-,-,,,-,952,0,952,2,0,2
"",99,Govt. D.H.Q Hospital Hafizabad (West Side),-,-,"Moh.Hussain Pura,Islam Pura, GulshanSiddique Town.","169090104(4/4)",Sr No. 2461 to 3462,1002,0,1002,2,0,2
"",99 Total,,-,-,,,-,1002,0,1002,2,0,2
"",100,"Govt. Girls Mumtaz Primary School,Hafizabad",-,-,"Moh.Hussain Pura,Islam Pura, GulshanSiddique Town.","169090104(2/2)",Sr. No. 1117 to 2671,0,1555,1555,0,3,3
"",100 Total,,-,-,,,-,0,1555,1555,0,3,3
"",101,Govt. Boys Primary School Dhingranwali,-,-,Dhingranwali,169080407,,420,0,420,2,0,2
"",,,-,-,Dhingranwali,169090108,,540,0,540,,,
"",101 Total,,-,-,,,-,960,0,960,2,0,2
"",102,"Govt. Girls Community Model SchoolDhingranwali",-,-,Dhingranwali,169080407,,0,292,292,0,2,2
"",,,-,-,Dhingranwali,169090108,,0,407,407,,,
"",102 Total,,-,-,,,-,0,699,699,0,2,2
"",103,"Govt. MC Boys School No.6 Post Office Road,HFD East Side",-,-,"Post Office Road,Vanike Chowk, GalaMiraj Din",169080203,,1033,0,1033,2,0,2
"-",-,"Post Office Road,Vanike Chowk, GalaMiraj Din",169080209,,322,0,322,,,,,,
"",104,"Alfalah Dastkari School, Vanike ChowkHafizabad",-,-,"Post Office Road,Vanike Chowkk, GalaMiraj Din",169080203,,0,875,875,0,2,2
"",,,-,-,"Post Office Road,Vanike Chowk, GalaMiraj Din",169080209,,0,268,268,,,
"",104 Total,,-,-,,,-,0,1143,1143,0,2,2
"",105,"Govt. D.H.Q Hospital Hafizabad, New Block(East Side)",-,-,"Moh. Chowk Farooq-e-Azam, CircularRoad, GhousiaChowk",169080202,Sr. No. 01 to 724,724,0,724,2,0,2
"",,,-,-,"Moh. ChowkQasaban, Dera AkbarShah",169090101,,120,0,120,,,
"",105 Total,,-,-,,,-,844,0,844,2,0,2
"",106,"Govt. D.H.Q Hospital Hafizabad, New Block(West Side)",-,-,"Moh. Chowk Farooq-e-Azam, CircularRoad, GhousiaChowk",169080202,Sr. No. 725 to 1437,713,0,713,2,0,2
"",106 Total,,-,-,,,-,713,0,713,2,0,2
"",107,"Govt. Girls Mumtaz Primary School,Hafizabad",-,-,"Moh. Chowk Farooq-e-Azam, CircularRoad, GhousiaChowk",169080202,,0,1206,1206,0,3,3
"",,,-,-,"Moh. ChowkQasaban, Dera AkbarShah",169090101,,0,103,103,,,
"",107 Total,,-,-,,,-,0,1309,1309,0,3,3
"",108,Govt.MC  Primary School No.9 Mian Da Kot,-,-,"Moh. Mian Da Kot,Kolo Road",169090102,,1428,0,1428,3,0,3
"",108 Total,,-,-,,,-,1428,0,1428,3,0,3
"",109,Govt.MC  Primary School No.9 Mian Da Kot,-,-,"Moh. Mian Da Kot,Kolo Road",169090102,,0,1055,1055,0,2,2
"",109 Total,,-,-,,,-,0,1055,1055,0,2,2
"",110,Govt.MC  Primary School No.9 Mian Da Kot,-,-,"Moh. Shabbir Shah,Vanike Road",169080201,,724,608,1332,2,1,3
"",110 Total,,-,-,,,-,724,608,1332,2,1,3
"",111,Govt. Girls Elecmentary School Qila Ram Kor,-,-,"Qila Ram Kour(Jharianwala)",169080404,,855,671,1526,1,1,2
"",111 Total,,-,-,,,-,855,671,1526,1,1,2
"",112,"Govt.  English Medium Model Primary SchoolJharianwala",-,-,"Qila Ram Kour(Jharianwala)",169080405,,287,175,462,1,1,2
"",,,-,-,Qila Ram Kour,169080406,,539,412,951,,,
"",112 Total,,-,-,,,-,826,587,1413,1,1,2
"",113,"Govt.Boys High School Qila Ram Kour (EastSide)",-,-,Qila Ram Kour,169080401,,432,318,750,2,1,3
"",,,-,-,Qila Ram Kour,169080402,,488,331,819,,,
"",113 Total,,-,-,,,-,920,649,1569,2,1,3
"",114,"Govt. English Medium Primary SchoolJagganwala",-,-,Jagganwala,169080408,,180,127,307,1,1,2
"",,,-,-,Jagganwala,169080409,,492,317,809,,,
"",114 Total,,-,-,,,-,672,444,1116,1,1,2
"",115,"Govt. Boys High School Qila Ram Kor (WestSide)",-,-,Qila Ram Kour,169080403,,620,429,1049,1,1,2
"",115 Total,,-,-,,,-,620,429,1049,1,1,2
Channi Karim Dad,169010406,-,-,,268,198,466,,,,,,
"",116 Total,,,,-,-,-,538,404,942,1,1,2
"",117,Govt. Primary School Jahanian,Jahanian,169010410,-,-,,498,354,852,1,1,2
"",117 Total,,,,-,-,-,498,354,852,1,1,2
"",118,Govt.Model Primary School Prem Kot,Prem Kot,169010211,-,-,,623,510,1133,2,1,3
"",,,Prem Kot,169010212,-,-,,354,257,611,,,
"",198 Total,,,,-,-,-,977,767,1744,2,1,3
"",119,Govt. Boys Primary School Wingay,Wingay,169010209,-,-,,158,146,304,2,1,3
"",,,Wingay,169010210,-,-,,305,252,557,,,
"",119  Total,,,,-,-,-,463,398,861,2,1,3
"",120,"Govt. High School School Kalianwala (PrimaryPortion)",Kalianwala,169010302,-,-,,418,292,710,2,1,3
"",,,Kalianwala,169010308,-,-,,52,32,84,,,
"",120 Total,,,,-,-,-,470,324,794,2,1,3
"",121,"Govt. Model Primary School, Nidala Kham",Nidala Kham,169010309,-,-,,428,345,773,1,1,2
"",121 Total,,,,-,-,-,428,345,773,1,1,2
"",122,"Govt.Girls Secondary School Kalianwala, EastSide",Kalianwala,169010303,-,-,,608,0,608,2,0,2
"",,,Kalianwala,169010306,-,-,,373,0,373,,,
"",,,Kalianwala,169010307,-,-,,66,0,66,,,
"",122  Total,,,,-,-,-,1047,0,1047,2,0,2
"",123,"Govt.Girls Secondary School Kalianwala,West Side",Kalianwala,169010303,-,-,,0,427,427,0,2,2
"",,,Kalianwala,169010306,-,-,,0,285,285,,,
"",,,Kalianwala,169010307,-,-,,0,50,50,,,
"",123  Total,,,,-,-,-,0,762,762,0,2,2
"",124,Govt.  High School Kalianwala,Kalianwala,169010301,-,-,,241,161,402,2,1,3
"",,,Kalianwala,169010304,-,-,,449,319,768,,,
"",,,Kalianwala,169010305,-,-,,231,136,367,,,
"",124  Total,,,,-,-,-,921,616,1537,2,1,3
"",125,Govt. Girls  Primary School Battaray,Battaray,169020204,-,-,,479,372,851,2,2,4
"",,,Battaray,169020205,-,-,,527,394,921,,,
"",125  Total,,,,-,-,-,1006,766,1772,2,2,4
"",126,"Govt. Community Model Girls ElementarySchool Thatha Kalian","Hardo DhonuayDogran (MumtazAbad)",169020206,-,-,,450,0,450,2,0,2
"",,,Thatha Kalian,169020302,-,-,,245,0,245,,,
"",,,Thatha Kalian,169020303,-,-,,527,0,527,,,
"",126 Total,,,,-,-,-,1222,0,1222,2,0,2
"",127,Govt.Boys Primary School Thatha Kalian,"Hardo DhonuayDogran (MumtazAbad)",169020206,-,-,,0,338,338,0,2,2
"",,,Thatha Kalian,169020302,-,-,,0,187,187,,,
"",,,Thatha Kalian,169020303,-,-,,0,403,403,,,
"",127  Total,,,,-,-,-,0,928,928,0,2,2
"",128,Govt.Secondary School Sagar Kalan,Sagar Kalan,169020501,-,-,,593,455,1048,1,1,2
"",128  Total,,,,-,-,-,593,455,1048,1,1,2
"",129,Govt.Girls Primary School Sagar Kalan,Sagar Khurd,169020301,-,-,,646,416,1062,2,1,3
"",,,Kotli Ameer Singh,169020304,-,-,,527,342,869,,,
"",129  Total,,,,-,-,-,1173,758,1931,2,1,3
"",130,"Govt.Girls Elementary School Dhunni  (EastSide)",Dhunni,169030101,-,-,,335,0,335,3,0,3
"",,,Dhunni,169030102,-,-,,438,0,438,,,
"",,,Dhunni,169030103,-,-,,694,0,694,,,
"",130  Total,,,,-,-,-,1467,0,1467,3,0,3
Dhunni,169030101,-,-,,0,247,247,,,,,,
Dhunni,169030102,-,-,,0,322,322,,,,,,
"",131  Total,,,,-,-,-,0,1089,1089,0,2,2
"",132,Govt.Boys Primary School Dhunni,Dhunni,169030104,-,-,,524,341,865,1,1,2
"",132  Total,,,,-,-,-,524,341,865,1,1,2
"",133,Govt. Boys Primary School Dahranwali,Dahranwali,169020502,-,-,,533,451,984,2,1,3
"",,,Dahranwali,169020503,-,-,,245,168,413,,,
"",133  Total,,,,-,-,-,778,619,1397,2,1,3
"",134,Govt.Model Elementary  School Jaidke,Jaidke,169030106,-,-,,358,242,600,2,1,3
"",,,Jaidke,169030107,-,-,,461,339,800,,,
"",134  Total,,,,-,-,-,819,581,1400,2,1,3
"",135,Govt.Girls Primary  School Peer Kot Sani,Peer Kot Jonubi,169030409,-,-,,394,283,677,1,1,2
"",135  Total,,,,-,-,-,394,283,677,1,1,2
"",136,Govt.Boys Primary School Sioke,Sioke,169030105,-,-,,590,422,1012,1,1,2
"",136  Total,,,,-,-,-,590,422,1012,1,1,2
"",137,Govt.Girls Secondary School Chak Chatha,Chak Chatha,169030406,-,-,,401,298,699,2,1,3
"",,,Kharlanwala,169030410,-,-,,336,249,585,,,
"",137  Total,,,,-,-,-,737,547,1284,2,1,3
"",138,"Govt.Boys Elementary School Chak Chatha(West Side)",Chak Chatha,169030403,-,-,,369,0,369,3,0,3
"",,,Chak Chatha,169030404,-,-,,470,0,470,,,
"",,,Chak Chatha,169030407,-,-,,578,0,578,,,
"",138  Total,,,,-,-,-,1417,0,1417,3,0,3
"",139,"Govt. Boys Elementary School Chak Chatha(East Side)",Chak Chatha,169030403,-,-,,0,268,268,0,2,2
"",,,Chak Chatha,169030404,-,-,,0,347,347,,,
"",,,Chak Chatha,169030407,-,-,,0,437,437,,,
"",139  Total,,,,-,-,-,0,1052,1052,0,2,2
"",140,"Govt.Girls Secondary School Chak Chatha(East Side)",Chak Chatha,169030401,-,-,,293,0,293,3,0,3
"",,,Chak Chatha,169030402,-,-,,407,0,407,,,
"",,,Chak Chatha,169030405,-,-,,790,0,790,,,
"",140 Total,,,,-,-,-,1490,0,1490,3,0,3
"",141,"Govt.Girls Secondary School Chak Chatha(West Side)",Chak Chatha,169030401,-,-,,0,186,186,0,2,2
"",,,Chak Chatha,169030402,-,-,,0,327,327,,,
"",,,Chak Chatha,169030405,-,-,,0,639,639,,,
"",141  Total,,,,-,-,-,0,1152,1152,0,2,2
"",142,Govt. Elementary School Mangat Uncha,Mangant Uncha,169030408,-,-,,1051,0,1051,2,0,2
"",142  Total,,,,-,-,-,1051,0,1051,2,0,2
"",143,"Govt. Elementary School Mangat Uncha(West Side)",Mangant Uncha,169030408,-,-,,0,832,832,0,2,2
"",143  Total,,,,-,-,-,0,832,832,0,2,2
"",144,"Govt. Boys Model Primary School GhanianKhurd",Ghanian,169030502,-,-,,529,384,913,1,1,2
"",144  Total,,,,-,-,-,529,384,913,1,1,2
"",145,"Govt. Girls Model Primary School, GhanianKhurd",Ghanian,169030501,-,-,,717,597,1314,2,1,3
"",145  Total,,,,-,-,-,717,597,1314,2,1,3
"",146,Govt. Boys Primary School Madan Philla,Madan Philla,169030204,-,-,,344,251,595,2,1,3
"",,,Madan Philla,169030205,-,-,,547,412,959,,,
"",146  Total,,,,-,-,-,891,663,1554,2,1,3
"",147,Govt.High School Vinni   East Side,Vinni,169030201,-,-,,795,0,795,3,0,3
"",,,Vinni,169030202,-,-,,233,0,233,,,
"",,,Vinni,169030203,-,-,,417,0,417,,,
"",147  Total,,,,-,-,-,1445,0,1445,3,0,3
"",148,Govt.High School Vinni (West Side),Vinni,169030201,-,-,,0,644,644,0,2,2
Vinni,169030202,-,-,,0,182,182,,,,,,
Vinni,169030203,-,-,,0,305,305,,,,,,
"",149,Govt. Primary School Borianwala,Borianwala,169031001,-,-,,297,0,297,2,0,2
"",,,Borianwala,169031002,-,-,,606,0,606,,,
"",,,Borianwala,169031003,-,-,,254,0,254,,,
"",149  Total,,,,-,-,-,1157,0,1157,2,0,2
"",150,Govt. Girls Primary School Borianwala,Borianwala,169031001,-,-,,0,159,159,0,2,2
"",,,Borianwala,169031002,-,-,,0,488,488,,,
"",,,Borianwala,169031003,-,-,,0,173,173,,,
"",150  Total,,,,-,-,-,0,820,820,0,2,2
"",151,Govt. Primary School Laveray Kalan,Laveray,169030301,-,-,,695,0,695,3,0,3
"",,,Laveray,169030302,-,-,,416,0,416,,,
"",,,Laveray,169030303,-,-,,243,0,243,,,
"",151  Total,,,,-,-,-,1354,0,1354,3,0,3
"",152,Govt.Girls Secondary School Laveray Kalan,Laveray,169030301,-,-,,0,536,536,0,2,2
"",,,Laveray,169030302,-,-,,0,280,280,,,
"",,,Laveray,169030303,-,-,,0,203,203,,,
"",152  Total,,,,-,-,-,0,1019,1019,0,2,2
"",153,Govt.Girls Model Primary School Buayke,Buayke,169030304,-,-,,675,509,1184,1,1,2
"",153 Total,,,,-,-,-,675,509,1184,1,1,2
"",154,Govt.Girls Secondary School Kot Nanak,Kot Nanak,169030305,-,-,,744,515,1259,2,1,3
"",154  Total,,,,-,-,-,744,515,1259,2,1,3
"",155,"Govt.Secondary School Madhrianwala, (EastSide)",Madhrianwala,169010501,-,-,,199,0,199,2,0,2
"",,,Madhrianwala,169010502,-,-,,439,0,439,,,
"",,,Madhrianwala,169010503,-,-,,458,0,458,,,
"",155 Total,,,,-,-,-,1096,0,1096,2,0,2
"",156,"Govt.Secondary School Madhrianwala, (WestSide)",Madhrianwala,169010501,-,-,,0,135,135,0,2,2
"",,,Madhrianwala,169010502,-,-,,0,294,294,,,
"",,,Madhrianwala,169010503,-,-,,0,289,289,,,
"",156  Total,,,,-,-,-,0,718,718,0,2,2
"",157,Govt.Girls High School Madhrianwala,Rakh Har Sukh Rai,169010111,-,-,,271,0,271,2,0,2
"",,,Madhrianwala,169010504,-,-,,193,0,193,,,
"",,,Madhrianwala,169010505,-,-,,842,0,842,,,
"",157  Total,,,,-,-,-,1306,0,1306,2,0,2
"",158,Govt.Girls High School Madhrianwala,Rakh Har Sukh Rai,169010111,-,-,,0,199,199,0,2,2
"",,,Madhrianwala,169010504,-,-,,0,151,151,,,
"",,,Madhrianwala,169010505,-,-,,0,625,625,,,
"",158 Total,,,,-,-,-,0,975,975,0,2,2
"",159,Govt.Model Primary School Lakhia,Lakhia,169010507,-,-,,498,356,854,2,1,3
"",,,Lakhia,169010508,-,-,,270,161,431,,,
"",159  Total,,,,-,-,-,768,517,1285,2,1,3
"",160,"Govt. Boys Primary School, Touheed Nagar(Mamna)","Mamna (ToheedNagar)",169010401,-,-,,527,436,963,1,1,2
"",160  Total,,,,-,-,-,527,436,963,1,1,2
"",161,Govt. Boys Elementary School Kot Nawan,Kot Nawan,169010402,-,-,,159,123,282,1,1,2
"",,,Kot Nawan,169010403,-,-,,532,370,902,,,
"",161  Total,,,,-,-,-,691,493,1184,1,1,2
"",162,Govt. Primary School Solangi Awan,Cheenay,169010110,-,-,,319,0,319,2,0,2
"",,,Solangi Awan,169010408,-,-,,664,0,664,,,
"",,,Solangi Awan,169010409,-,-,,193,0,193,,,
"",162  Total,,,,-,-,-,1176,0,1176,2,0,2
"",163,Govt.Girls Primary School Solangi Awan,Cheenay,169010110,-,-,,0,222,222,0,2,2
"",,,Solangi Awan,169010408,-,-,,0,560,560,,,
"",,,Solangi Awan,169010409,-,-,,0,165,165,,,
"",163  Total,,,,-,-,-,0,947,947,0,2,2
"",164,Govt.Girls Elementary School Channi Mitha,Channi Mitha,169010405,-,-,,409,0,409,2,0,2
"",,,Kot Mubarik,169010506,-,-,,367,0,367,,,
"",164  Total,,,,-,-,-,1256,0,1256,2,0,2
"",165,Govt.Girls Elementary School Channi Mitha,Channi Mitha,169010404,-,-,,0,390,390,0,2,2
"",,,Channi Mitha,169010405,-,-,,0,284,284,,,
"",,,Kot Mubarik,169010506,-,-,,0,241,241,,,
"",165  Total,,,,-,-,-,0,915,915,0,2,2
"",166,"Govt. Model Primary School Hardo BhoonKhurd",Hardo Bhoon,169030605,-,-,,433,321,754,2,1,3
"",,,Hardo Bhoon,169030606,-,-,,386,270,656,,,
"",166  Total,,,,-,-,-,819,591,1410,2,1,3
"",167,"Govt.Girls High SchoolBhoon Kalan (East Side)",Hardo Bhoon,169030601,-,-,,382,0,382,3,0,3
"",,,Hardo Bhoon,169030602,-,-,,214,0,214,,,
"",,,Hardo Bhoon,169030603,-,-,,215,0,215,,,
"",,,Hardo Bhoon,169030604,-,-,,540,0,540,,,
"",167  Total,,,,-,-,-,1351,0,1351,3,0,3
"",168,"Govt.Girls High SchoolBhoon Kalan  (West Side)",Hardo Bhoon,169030601,-,-,,0,279,279,0,2,2
"",,,Hardo Bhoon,169030602,-,-,,0,174,174,,,
"",,,Hardo Bhoon,169030603,-,-,,0,179,179,,,
"",,,Hardo Bhoon,169030604,-,-,,0,425,425,,,
"",168  Total,,,,-,-,-,0,1057,1057,0,2,2
"",169,Govt. Elementary School Kariala (West Side),Kariala,169030802,-,-,,430,0,430,2,0,2
"",,,Kariala,169030804,-,-,,507,0,507,,,
"",,,Kariala,169030805,-,-,,202,0,202,,,
"",169  Total,,,,-,-,-,1139,0,1139,2,0,2
"",170,Govt. Elementary School Kariala East Side,Kariala,169030802,-,-,,0,342,342,0,2,2
"",,,Kariala,169030804,-,-,,0,382,382,,,
"",,,Kariala,169030805,-,-,,0,124,124,,,
"",170  Total,,,,-,-,-,0,848,848,0,2,2
"",171,"Govt.Girls Elementary School Kariala (EastSide)",Kariala,169030801,-,-,,734,0,734,2,0,2
"",,,Kariala,169030803,-,-,,234,0,234,,,
"",,,Mahiwala,169030806,-,-,,194,0,194,,,
"",171  Total,,,,-,-,-,1162,0,1162,2,0,2
"",172,"Govt.Girls Elementary School Kariala (WestSide)",Kariala,169030801,-,-,,0,545,545,0,2,2
"",,,Kariala,169030803,-,-,,0,189,189,,,
"",,,Mahiwala,169030806,-,-,,0,167,167,,,
"",172  Total,,,,-,-,-,0,901,901,0,2,2
"",173,Govt.Secondary School Jurian(East Side),Jurian,169030701,-,-,,473,0,473,2,0,2
"",,,Jurian,169030702,-,-,,507,0,507,,,
"",173  Total,,,,-,-,-,980,0,980,2,0,2
"",174,Govt.Secondary School Jurian  (West Side),Jurian,169030701,-,-,,0,346,346,0,2,2
"",,,Jurian,169030702,-,-,,0,426,426,,,
"",174  Total,,,,-,-,-,0,772,772,0,2,2
"",175,Govt.Girls Secondary School Jurian (East Side),Jurian,169030703,-,-,,885,0,885,3,0,3
"",,,Jurian,169030704,-,-,,567,0,567,,,
"",175  Total,,,,-,-,-,1452,0,1452,3,0,3
"",176,"Govt.Girls Secondary School Jurian (WestSide)",Jurian,169030703,-,-,,0,665,665,0,2,2
"",,,Jurian,169030704,-,-,,0,421,421,,,
"",176  Total,,,,-,-,-,0,1086,1086,0,2,2
"",177,"Govt. Girls Elementary School Qila BalwantSingh",Qila Balwant Singh,169030503,-,-,,682,561,1243,1,1,2
"",177 Total,,,,-,-,-,682,561,1243,1,1,2
Kassoke,169031101,-,-,,440,402,842,,,,,,
Kassoke,169031102,-,-,,175,76,251,,,,,,
"",178  Total,,,,-,-,-,848,628,1476,2,1,3
"",179,"Govt.Higher Secondary School Kassoke, (West Side)",Kassoke,169031108,-,-,,760,521,1281,2,1,3
"",179  Total,,,,-,-,-,760,521,1281,2,1,3
"",180,"Govt. Girls Community Model School, Kassoki",Kassoke,169031103,-,-,,308,0,308,2,0,2
"",,,Kassoke,169031104,-,-,,335,0,335,,,
"",,,Kassoke,169031110,-,-,,489,0,489,,,
"",180  Total,,,,-,-,-,1132,0,1132,2,0,2
"",181,"Govt. Girls Community Model School, Kassoki",Kassoke,169031103,-,-,,0,193,193,0,2,2
"",,,Kassoke,169031104,-,-,,0,251,251,,,
"",,,Kassoke,169031110,-,-,,0,338,338,,,
"",181  Total,,,,-,-,-,0,782,782,0,2,2
"",182,Govt. Girls High School Kassoke,Kassoke,169031106,-,-,,179,0,179,2,0,2
"",,,Kassoke,169031107,-,-,,289,0,289,,,
"",,,Kassoke,169031109,-,-,,542,0,542,,,
"",182  Total,,,,-,-,-,1010,0,1010,2,0,2
"",183,Govt. Girls High School Kassoke,Kassoke,169031106,-,-,,0,109,109,0,2,2
"",,,Kassoke,169031107,-,-,,0,208,208,,,
"",,,Kassoke,169031109,-,-,,0,384,384,,,
"",183  Total,,,,-,-,-,0,701,701,0,2,2
"",184,"Govt. Boys Primary School,  Dera  Jammu",Kassoke,169031111,-,-,,276,207,483,2,0,2
"",,,Kassoke,169031112,-,-,,528,413,941,,,
"",184 Total,,,,-,-,-,804,620,1424,2,0,2
"",185,Govt. Primary School Rakh Pindi Jalol,Rakh Pindi Jalol,169031208,-,-,,373,291,664,0,2,2
"",185 Total,,,,-,-,-,373,291,664,0,2,2
"",186,Govt. Secondary School Wachoke Kalan,Vachoke Kalan,169030901,-,-,,257,0,257,2,0,2
"",,,Vachoke Kalan,169030902,-,-,,418,0,418,,,
"",,,Vachoke Kalan,169030903,-,-,,444,0,444,,,
"",186 Total,,,,-,-,-,1119,0,1119,2,0,2
"",187,Govt.Girls Secondary School Wachoke Kalan,Vachoke Kalan,169030901,-,-,,0,185,185,0,2,2
"",,,Vachoke Kalan,169030902,-,-,,0,261,261,,,
"",,,Vachoke Kalan,169030903,-,-,,0,325,325,,,
"",187 Total,,,,-,-,-,0,771,771,0,2,2
"",188,"Govt.Girls Elementary School Wachoke Khurd(West Side)",Vachoke Khurd,169030904,-,-,,448,335,783,2,1,3
"",,,Vachoke Khurd,169030905,-,-,,337,238,575,,,
"",188 Total,,,,-,-,-,785,573,1358,2,1,3
"",189,"Govt. Primary Girls  School Channi HoshnakRai",Channi Hoshnak Rai,169030906,-,-,,374,244,618,1,1,2
"",,,Channi Hoshnak Rai,169030907,-,-,,227,148,375,,,
"",189 Total,,,,-,-,-,601,392,993,1,1,2
"",190,"Govt. English Medium Primary School KotHanjranwan Wala","Kot HanjranwanWala",169031206,-,-,,609,390,999,3,0,3
"",,,"Kot HanjranwanWala",169031207,-,-,,434,351,785,,,
"",190 Total,,,,-,-,-,1043,741,1784,3,0,3
"",191,Govt. Model Primary School Panjatha,Panjatha,169030705,-,-,,315,224,539,0,2,2
"",191 Total,,,,-,-,-,315,224,539,0,2,2
"",192,"Govt. Secondary  School Kot HassanKhan,East Side",Kot Hassan Khan,169031201,-,-,,926,0,926,2,0,2
"",,,Kot Hassan Khan,169031203,-,-,,394,0,394,,,
"",192 Total,,,,-,-,-,1320,0,1320,2,0,2
"",193,"Govt. Secondary  School Kot Hassan KhanEast Side",Kot Hassan Khan,169031201,-,-,,0,793,793,0,2,2
Kot Hassan Khan,169031203,-,-,,0,266,266,,,,,,
"",194,"Govt. Secondary  School Kot HassanKhan,West Side",Kot Hassan Khan,169031202,-,-,,749,575,1324,1,1,2
"",194 Total,,,,-,-,-,749,575,1324,1,1,2
"",195,"Govt. Girls Secondary   School, Kot HassanKhan East Side",Kot Hassan Khan,169031204,-,-,,217,155,372,2,1,3
"",,,Kot Hassan Khan,169031205,-,-,,694,484,1178,,,
"",195 Total,,,,-,-,-,911,639,1550,2,1,3
"",Sr. No.,No. and Name of Polling Station,In Case of Rural Areas,In Case of Urban Areas,"S. No. of voters on the electoral roll incase electoral area is bifurcated",Number of voters assigned to polling station,Number of polling  booths,,,,,,
"",,,"Name of ElectoralAreas","Census BlockCode","Name of ElectoralAreas","Census BlockCode",Male,Female,Total,Male,Female,Total,
"",1,2,3,4,5,6,7,8,9,10,11,12,13
"",1,"Govt. Model High School  Pindi Bhattian,Shamali Block",-,-,Cheema Colony,170060101,,399,0,399,2,0,2
"",,,-,-,Moh. Masoom Pora,170060102,,563,0,563,,,
"",1 Total,,-,-,,,-,962,0,962,2,0,2
"",2,"Govt. Model High School  Pindi Bhattian,Jonubi Block",-,-,Cheema Colony,170060101,,0,309,309,0,2,2
"",,,-,-,Moh. Masoom Pora,170060102,,0,373,373,,,
"",2 Total,,-,-,,,-,0,682,682,0,2,2
"",3,"Office of Assistant Director AgriculturalExtension Hafizabad Road Pindi Bhattian",-,-,Moh. Jahangir Pura,170060103,,528,0,528,2,0,2
"",,,-,-,"Moh. Jahangir Pura,Marwan Shah",170060104,,334,0,334,,,
"",3 Total,,-,-,,,-,862,0,862,2,0,2
"",4,"Office of Assistant Director AgriculturalExtension Hafizabad Road Pindi Bhattian",-,-,Moh. Jahangir Pura,170060103,,0,403,403,0,2,2
"",,,-,-,"Moh. Jahangir Pura,Marwan Shah",170060104,,0,251,251,,,
"",4 Total,,-,-,,,-,0,654,654,0,2,2
"",5,"Govt. Model High School  Pindi Bhattian,Primary Block",-,-,Moh. Marwan Shah,170060302,,410,0,410,2,0,2
"",,,-,-,"Chowk Saraja,Moh.Qamar Kota",170060303,,583,0,583,,,
"",5  Total,,-,-,,,-,993,0,993,2,0,2
"",6,"Govt. Girls Elementary School Mian KhairMuhammad Noon Pindi Bhattian",-,-,Moh. Marwan Shah,170060302,,0,312,312,0,2,2
"",,,-,-,"Chowk Saraja,Moh.Qamar Kota",170060303,,0,458,458,,,
"",6  Total,,-,-,,,-,0,770,770,0,2,2
"",7,"Govt. High School No.1 Pindi Bhattian JonubiBlock",-,-,Moh. Kachi Mandi,170060301,,430,0,430,2,0,2
"",,,-,-,"Moh. Gharbi, Moh.Shekhan",170060306,,534,0,534,,,
"",7  Total,,-,-,,,-,964,0,964,2,0,2
"",8,"Govt. Girls Higher Secondary School MainBazar Pindi Bhattian",-,-,Moh. Kachi Mandi,170060301,,0,345,345,0,2,2
"",,,-,-,"Moh. Gharbi, Moh.Shekhan",170060306,,0,462,462,,,
