"Polling Station Serial No",Polling Station Name,Electoral Area,Block Code,Male Voters,"Female Voters","Total Voters","Male Booths","Female Booths","Total Booths","Polling Station Type"
148,"Govt .Girls HighSchool, KotMulchand",Kot Molchand,223020401,0,421,421,0,2,2,Female
"",,Kot Molchand,223020402,0,365,365,,,,
149,"Govt .Girls HighSchool, KotMulchand (IIIndPort)",Kot Molchand,223020403,802,0,802,2,0,2,Male
"",,Kot Molchand,223020404,368,0,368,,,,
150,"Govt .Boys PrySchool, KotMulchand",Kot Molchand,223020403,0,621,621,0,2,2,Female
"",,Kot Molchand,223020404,0,319,319,,,,
151,"Govt .Girls MiddeleSchool, Nizam Pur",Nizam Pur,223020405,863,667,1530,2,2,4,Combined
"",,Nizam Pur,223020406,863,667,1530,,,,
152,"Govt .Boys PrySchool, Nizam Pur",Nizam Pur,223020407,503,370,873,1,1,2,Combined
"",Mahni Sial,223020502,625,0,625,,,,,
"",,Mahni Sial,223020503,650,0,650,,,,
"",,Mahni Sial,223020504,650,0,650,,,,
154,"Govt .Girls HighSchool Mahni Sial(Ist Portion)",Mahni Sial,223020501,0,501,501,0,2,2,Female
Mahni Sial,223020502,0,501,501,,,,,,
Mahni Sial,223020503,0,497,497,,,,,,
Mahni Sial,223020504,0,497,497,,,,,,
Mahni Sial,223020505,98,0,98,,,,,,
Mahni Sial,223020506,455,0,455,,,,,,
"",,Mahni Sial,223020507,464,0,464,,,,
"",,Mahni Sial,223020513,464,0,464,,,,
156,"Govt .Boys HighSchool Mahni Sial(IIndPortion)",Mahni Sial,223020508,786,593,1379,2,1,3,Combined
"",,Mahni Sial,223020514,786,593,1379,,,,
157,"Govt .Girls HighSchool Mahni Sial(IInd Portion)",Mahni Sial,223020505,0,83,83,0,2,2,Female
Mahni Sial,223020506,0,336,336,,,,,,
Mahni Sial,223020512,0,336,336,,,,,,
Mahni Sial,223020507,0,374,374,,,,,,
Mahni Sial,223020513,0,374,374,,,,,,
"",,Mahni Sial,223020510,144,0,144,,,,
"",,Mahni Sial,223020511,495,0,495,,,,
159,"B.H.U.Mahni Sial(IInd Portion)",Mahni Sial,223020509,0,224,224,0,2,2,Female
"",,Mahni Sial,223020510,0,105,105,,,,
"",,Mahni Sial,223020511,0,390,390,,,,
160,"Govt .Boys MiddleSchool, Allah Abad",Allah abad,223020101,357,240,597,1,1,2,Combined
161,"Govt .Girls MiddleSchool, Allah Abad",Allah abad,223020102,384,301,685,1,1,2,Combined
162,"Masjid MaktibSchool, New Basti,Allah Abad",Allah abad,223020103,345,259,604,1,1,2,Combined
Allah abad,223020106,303,224,527,,,,,,
"",,Allah abad,223020105,775,593,1368,,,,
164,"Govt .Boys MiddleSchool, Jamisabad(Ist Portion)",James Abad,223020201,299,195,494,1,1,2,Combined
"",,James Abad,223020202,382,303,685,,,,
165,"Govt .Boys MiddleSchool, Jamisabad(IIndPortion)",James Abad,223020203,438,305,743,2,1,3,Combined
166,"Govt .Boys MiddleSchool, Jamisabad(IIndPortion)",James Abad,223020204,491,370,861,2,1,3,Combined
167,"Govt .Girls MiddleSchool, Jamisabad",James Abad,223020205,427,317,744,2,1,3,Combined
168,"Govt .Girls MiddleSchool, Jamisabad",James Abad,223020206,483,315,798,2,1,3,Combined
Sham Kot,223020302,1080,802,1882,,,,,,
Sham Kot,223020303,1080,802,1882,,,,,,
170,"Govt .Boys HighSchool, Sham Kot",Sham Kot,223020301,536,366,902,1,1,2,Combined
171,"Basic Health Unit,Sham Kot.",Sham Kot,223020304,739,621,1360,2,1,3,Combined
172,"Govt .Girls MiddleSchool, Sham Kot",Sham Kot,223020305,346,240,586,1,1,2,Combined
"",,Sham Kot,223020306,300,201,501,,,,
"",PP-205,,,,,,,,,
173,"Govt. Middle SchoolMakhdom Pur",Mohallah Gosia,220100104,384,0,384,2,0,2,Male
"",,Mohallah Fareed Abad,220100105,242,0,242,,,,
174,"Town CommitteeMakhdom Pur",Mohallah Gosia,220100104,0,289,289,0,2,2,Female
Mohallah Fareed Abad,220100105,0,157,157,,,,,,
"",,"Old Lari Adda/UsmanTown",220100107,583,0,583,,,,
"",,Tahir Colony,220100207,323,0,323,,,,
176,"Govt. PrimarySchool GirlsCommunity School","Near Miltri CampMakhdom pur",220100106,0,286,286,0,2,2,Female
"",,"Old Lari Adda/UsmanTown",220100107,0,397,397,,,,
"",,Tahir Colony,220100207,0,231,231,,,,
177,"Govt. HigherSecondary SchoolBoys Makhdom Pur","Mohallah Gojranwala/Kocha Dr. Rafique",220100101,609,0,609,2,0,2,Male
"",,"Pull Hamid Shah/Mubarik Abad",220100206,528,0,528,,,,
178,"Govt. HigherSecondary SchoolBoys Makhdom Pur","Mohallah Gojranwala/Kocha Dr. Rafique",220100101,0,443,443,0,2,2,Female
"Pull Hamid Shah/Mubarik Abad",220100206,0,382,382,,,,,,
"",,Local Bazar / Gali No-8,220100108,747,0,747,,,,
"",,"Kocha MohammadHussian/ Peer Zikria",220100103,671,0,671,,,,
180,"Primary School No-2Makhdom Pur",Local Bazar / Gali No-8,220100102,0,543,543,0,2,2,Female
"",,Local Bazar / Gali No-8,220100108,0,543,543,,,,
"",,"Kocha MohammadHussian/ Peer Zikria",220100103,0,482,482,,,,
181,"Govt. HigherSecondary SchoolBoys Makhdom Pur",Ansari Chok/Main Bazar,220100201,238,0,238,2,0,2,Male
"",,"Chok Rasheed Adil/Mohallah bari/Jhajriwala",220100202,236,0,236,,,,
182,"Primary SchoolTalem ul Quran",Ansari Chok/Main Bazar,220100201,0,189,189,0,2,2,Female
"Chok Rasheed Adil/Mohallah bari/Jhajriwala",220100202,0,170,170,,,,,,
"",,"Railway Road/MakhdumPur",220100204,267,0,267,,,,
"",,"Hospital Road /OfficerColony",220100205,621,0,621,,,,
184,"Govt. Girls HigherSecondary SchoolMakhdom Pur",Hospital Road,220100203,0,403,403,0,2,2,Female
"",,"Railway Road/MakhdumPur",220100204,0,181,181,,,,
"",,"Hospital Road /OfficerColony",220100205,0,489,489,,,,
185,"Govt .Boys PrySchool No.2 PattiSarkar",Makhdom Pur Pahoran,220050904,672,464,1136,1,1,2,Combined
186,"Govt .Boys PrySchool 3/AH",Chak No.3/AH,220050901,299,0,299,2,0,2,Male
Chak No.3/AH,220050902,820,0,820,,,,,,
Chak No.3/AH,220050903,820,0,820,,,,,,
"",,Chak No.3/AH,220050902,0,557,557,,,,
"",,Chak No.3/AH,220050903,0,557,557,,,,
188,"Govt .Boys PrySchool Kot Abdullah",Kot Abdullah,220051001,816,722,1538,2,2,4,Combined
"",,Kot Abdullah,220051002,816,722,1538,,,,
189,"Govt .Boys PrySchool,Bhirki KotAbdullah",Kot Abdullah,220051003,570,423,993,1,1,2,Combined
"",,Kot Abdullah,220051004,570,423,993,,,,
190,"Govt .Boys HighSchool, 2/AH",Chak No.2/AH,220051006,613,423,1036,1,1,2,Combined
191,"Govt .Boys PrimarySchool, 6 A Waryamwala 2/AH",Chak No.2/AH,220051005,442,259,701,1,1,2,Combined
Chak No.1/AH,220050804,536,412,948,,,,,,
193,"Govt Girls HighSchool, Chak No.4/AH",Chak No.4/AH,220050801,782,553,1335,2,1,3,Combined
"",,Chak No.4/AH,220050802,782,553,1335,,,,
194,"Govt Girls HighSchool, Chak No.4/AH",Chak No.4/AH,220050803,465,273,738,1,1,2,Combined
195,"Govt .Boys PrySchool, Chak No.5/AH",Chak No.5/AH,220050806,675,502,1177,1,1,2,Combined
196,"Govt .Boys P/S ChakNo. 10/AH",Chak No.10/AH,220050701,697,493,1190,2,1,3,Combined
"",,Chak No.10/AH,220050702,697,493,1190,,,,
197,"Govt .Girls PrySchool, ChakNo.10/AH",Chak No.10/AH,220050703,394,298,692,1,1,2,Combined
198,"Govt .Boys PrySchool,6/AH",Chak No.6/AH,220050704,721,525,1246,2,1,3,Combined
Chak No.6/AH,220050705,721,525,1246,,,,,,
"",,Chak No.7/V,220050707,627,438,1065,,,,
200,"Govt .Boys HighSchool,12/AH(Part-I)",Chak No.12/AH,220050504,584,465,1049,1,1,2,Combined
201,"Govt .Boys HighSchool,12/AH(Part-I)",Chak No.12/AH,220050503,349,281,630,1,1,2,Combined
202,"Govt .Boys HighSchool, 12/AH(Part-II)",Chak No.12/AH,220050505,318,228,546,2,1,3,Combined
"",,Chak No.12/AH,220050506,353,318,671,,,,
203,"Govt .Girls HighSchool 12/Ah",Chak No.12/AH,220050507,289,222,511,2,1,3,Combined
"",,Chak No.12/AH,220050508,461,331,792,,,,
204,"Govt .Girls ModelCommunitySchool,11/AH",Chak No.11/AH,220050501,428,310,738,2,2,4,Combined
Chak No.11/AH,220050502,446,354,800,,,,,,
206,"Govt . Pry School, 9/V",Chak No.9/V,220050602,865,695,1560,2,2,4,Combined
207,"Govt .Boys PrySchool 18/AH",Chak No.18/AH,220051101,986,642,1628,2,1,3,Combined
"",,Chak No.18/AH,220051102,986,642,1628,,,,
208,"Govt .Boys PrySchool, RakhMakhdum Voni",Rakh Makhdoom Venoi,220051301,373,260,633,2,1,3,Combined
209,"Govt .Boys PrySchool, RakhMakhdum Voni",Rakh Makhdoom Venoi,220051302,472,349,821,2,1,3,Combined
210,"Govt .Girls PrySchool, RakhMakhdum Voni",Rakh Makhdoom Venoi,220051303,339,255,594,1,1,2,Combined
211,"Govt .Girls PrySchool, RakhMakhdum Voni",Rakh Makhdoom Venoi,220051304,298,211,509,2,2,4,Combined
212,"Govt .Boys PrySchool,    16/ V",Chak No.16/V,220050406,551,0,551,2,0,2,Male
Chak No.16/V,220050407,687,0,687,,,,,,
"",,Chak No.16/V,220050407,0,480,480,,,,
214,"Govt .Boys MiddleSchool, ChakNo.17/AH",Chak No.17-AH,220050403,583,411,994,1,1,2,Combined
215,"Govt .Boys MiddleSchool, ChakNo.17/AH",Chak No.17-AH,220050404,406,295,701,1,1,2,Combined
"",,Chak No.17-AH,220050405,195,177,372,,,,
216,"Govt .Girls PrySchool, Chak No.19/V",Chak No.19/V,220050401,107,90,197,2,1,3,Combined
"",,Chak No.19/V,220050402,639,560,1199,,,,
217,"Govt .Girls PrySchool, 15/ V",Chak No.15/V,220051202,42,33,75,1,1,2,Combined
"",,Chak No.15/V,220051203,561,371,932,,,,
218,"Govt .Girls PrySchool, 15/ V",Chak No.15/V,220051201,568,416,984,1,1,2,Combined
220,"Govt .Boys PrySchool,  11/8-R",Chak No.11/8R,220060208,543,434,977,2,1,3,Combined
"",,Chak No.11/8R,220060209,284,178,462,,,,
221,"Govt .Boys PrySchool,  11-A / 8R",Chak No.11A/8R,220060204,580,423,1003,1,1,2,Combined
"",,Chak No.11A/8R,220060205,580,423,1003,,,,
222,"Govt .Boys PrySchool,  11-A / 8R",Chak No.11A/8R,220060206,618,504,1122,1,1,2,Combined
"",,Chak No.11A/8R,220060207,618,504,1122,,,,
223,"Govt .Boys PrySchool,  11-B / 8R",Chak No.11B/8R,220060201,712,555,1267,2,1,3,Combined
Chak No.11B/8R,220060202,712,555,1267,,,,,,
Chak No.11B/8R,220060203,177,138,315,,,,,,
225,"Govt .Boys PrySchool 8-B/8-R",Chak No.8B/8R,220060102,474,344,818,1,1,2,Combined
226,"Govt Boys prySchool,10-/8-R",Chak No.10/8R,220060103,790,647,1437,2,1,3,Combined
227,"Govt Boys HighSchool 14/8-R",Chak No.14/8R,220060107,344,227,571,1,1,2,Combined
"",,Chak No.14/8R,220060108,330,258,588,,,,
228,"Govt Boys HighSchool 14/8-R",Chak No.14/8R,220060106,426,369,795,1,1,2,Combined
229,"Govt  Girls PrySchool,14/8-R(East)",Chak No.14/8R,220060110,446,372,818,1,1,2,Combined
230,"Govt  Girls PrySchool,14/8-R(East)",Chak No.14/8R,220060109,639,562,1201,1,1,2,Combined
231,"Govt  Girls PrySchool,15/8-R",Chak No.15/8R,220060104,549,460,1009,2,1,3,Combined
Chak No.15/8R,220060105,260,164,424,,,,,,
""
""
"",,Chak No.13/8R,220060404,803,0,803,,,,
"",,Chak No.13/8R,220060405,389,0,389,,,,
"",,Chak No.13/8R,220060406,389,0,389,,,,
233,"Govt Girls PrySchool 13/8-R",Chak No.13/8R,220060403,0,633,633,0,2,2,Female
"",,Chak No.13/8R,220060404,0,633,633,,,,
234,"Govt Girls PrySchool 13/8-R",Chak No.13/8R,220060405,0,357,357,0,2,2,Female
"",,Chak No.13/8R,220060406,0,357,357,,,,
235,"Govt Boys PrySchool 12/8-R",Chak No.12/8R,220060401,310,246,556,1,1,2,Combined
Chak No.9/9R,220060402,679,552,1231,,,,,,
237,"Govt Boys  PrySchool,   5/9-R",Chak No.5/9R,220060612,994,0,994,2,0,2,Male
"",,Chak No.5/9R,220060613,994,0,994,,,,
"",,Chak No.5/9R,220060614,432,0,432,,,,
"",,Chak No.5/9R,220060613,994,0,994,,,,
238,"Govt Girls  PrySchool,   5/9-R",Chak No.5/9R,220060614,0,381,381,0,2,2,Female
"",,Chak No.5/9R,220060612,0,915,915,,,,
239,"Govt Boys HighSchool,7/9-R",Chak No.7/9R,220060601,499,0,499,2,0,2,Male
"",,Chak No.7/9R,220060602,424,0,424,,,,
240,"Govt Boys HighSchool,7/9-R",Chak No.7/9R,220060603,312,0,312,2,0,2,Male
242,"Govt Girls HighSchool,7/9-R",Chak No.7/9R,220060601,0,425,425,0,2,2,Female
Chak No.7/9R,220060602,0,328,328,,,,,,
Chak No.7/9R,220060603,0,193,193,,,,,,
Chak No.8/9R,220060605,239,0,239,,,,,,
Chak No.8/9R,220060606,215,0,215,,,,,,
Chak No.8/9R,220060607,252,0,252,,,,,,
Chak No.8/9R,220060608,695,0,695,,,,,,
Chak No.8/9R,220060609,695,0,695,,,,,,
Chak No.8/9R,220060610,311,0,311,,,,,,
244,"Govt .Girls PrySchool 8/9-R",Chak No.8/9R,220060608,0,576,576,0,2,2,Female
"",,Chak No.8/9R,220060609,0,576,576,,,,
"",,Chak No.8/9R,220060610,0,241,241,,,,
"",,Chak No.8/9R,220060611,0,39,39,,,,
245,"Govt .Girls PrySchool 8/9-R",Chak No.8/9R,220060605,0,145,145,0,2,2,Female
Chak No.8/9R,220060606,0,142,142,,,,,,
Chak No.8/9R,220060607,0,207,207,,,,,,
Chak No.14/9R,220060504,362,0,362,,,,,,
Chak No.14/9R,220060505,555,0,555,,,,,,
"",,Chak No.14/9R,220060508,618,0,618,,,,
247,"Govt .Girls MiddleSchool 14/9-R(PryPort",Chak No.14/9R,220060504,0,307,307,0,2,2,Female
"",,Chak No.14/9R,220060505,0,464,464,,,,
248,"Govt .Girls MiddleSchool 14/9-R(PryPort",Chak No.14/9R,220060507,0,527,527,0,2,2,Female
"",,Chak No.14/9R,220060508,0,527,527,,,,
249,"Govt Boys HighSchool  14/9-R",Chak No.14/9R,220060506,279,205,484,1,1,2,Combined
"",,Chak No.14/9R,220060509,295,189,484,,,,
250,"Govt Boys PrySchool 15/9-R",Chak No.15/9R,220060501,774,683,1457,2,1,3,Combined
Chak No.15/9R,220060502,774,683,1457,,,,,,
252,"Govt .Boys MiddleSchool 13/9-R",Chak No.13/9R,220060512,373,300,673,1,1,2,Combined
253,"Govt .Boys MiddleSchool 13/9-R",Chak No.13/9R,220060510,989,732,1721,2,2,4,Combined
"",,Chak No.13/9R,220060511,989,732,1721,,,,
254,"Govt Boys PrimarySchool 18/9-R",Chak No.18/9R,220060302,548,381,929,2,1,3,Combined
"",,Chak No.3/9R,220060303,425,354,779,,,,
255,"Govt Girls PrySchool 4/8-AR",Chak No.4/8AR,220060304,697,527,1224,2,1,3,Combined
256,"Govt Boys HighSchool 4/9-R",Chak No.6/9R,220060301,356,0,356,2,0,2,Male
Chak No.4/9R,220060310,958,0,958,,,,,,
Chak No.4/9R,220060311,958,0,958,,,,,,
"",,Chak No.4/9R,220060310,0,799,799,,,,
"",,Chak No.4/9R,220060311,0,799,799,,,,
258,"Govt Boys MiddleSchool 2/9-R",Chak No.2/9R,220060305,349,0,349,2,0,2,Male
"",,Chak No.2/9R,220060306,451,0,451,,,,
"",,Chak No.2/9R,220060307,241,0,241,,,,
259,"Govt Boys MiddleSchool 2/9-R",Chak No.2/9R,220060308,358,302,660,2,1,3,Combined
Chak No.2/9R,220060309,346,291,637,,,,,,
Chak No.2/9R,220060305,0,263,263,,,,,,
Chak No.2/9R,220060306,0,387,387,,,,,,
261,"Govt Girls PrimarySchool 16/9-R",Chak No.16/9R,220060719,217,0,217,2,0,2,Male
"",,Chak No.16/9R,220060722,366,0,366,,,,
"",,Chak No.16/9R,220060723,236,0,236,,,,
"",,Chak No.16/9R,220060721,461,0,461,,,,
262,"Govt Girls PrimarySchool 16/9-R",Chak No.16/9R,220060720,556,433,989,1,1,2,Combined
263,"Govt Girls PrimarySchool 16/9-R",Chak No.16/9R,220060719,0,146,146,0,2,2,Female
Chak No.16/9R,220060721,0,335,335,,,,,,
Chak No.16/9R,220060722,0,296,296,,,,,,
Chak No.16/9R,220060723,0,173,173,,,,,,
265,"Govt Boys PrimarySchool  17/9-R",Chak No.17/9R,220060717,1020,796,1816,1,1,2,Combined
"",,Chak No.17/9R,220060718,92,59,151,,,,
266,"Govt Boys HighSchool 19/9-RProposed",Chak No.19/9R,220060711,709,529,1238,2,1,3,Combined
"",,Chak No.19/9R,220060712,709,529,1238,,,,
267,"Govt. Girls MiddleSchool 19/9-R (east)Proposed",Chak No.19/9R,220060701,432,0,432,3,0,3,Male
Chak No.19/9R,220060702,964,0,964,,,,,,
Chak No.19/9R,220060703,964,0,964,,,,,,
Chak No.19/9R,220060704,208,142,350,,,,,,
Chak No.19/9R,220060705,406,253,659,,,,,,
269,"Govt. Girls HighSchool 19/9-R (HighPortion Part-I",Chak No.19/9R,220060706,642,0,642,3,0,3,Male
Chak No.19/9R,220060707,642,0,642,,,,,,
Chak No.19/9R,220060708,593,0,593,,,,,,
Chak No.19/9R,220060709,593,0,593,,,,,,
Chak No.19/9R,220060710,324,0,324,,,,,,
Chak No.19/9R,220060726,324,0,324,,,,,,
Chak No.19/9R,220060706,0,394,394,,,,,,
Chak No.19/9R,220060707,0,394,394,,,,,,
Chak No.19/9R,220060708,0,452,452,,,,,,
"",,Chak No.19/9R,220060710,0,245,245,,,,
"",,Chak No.19/9R,220060726,0,245,245,,,,
271,"Govt Boys PrimarySchool  19/9-R",Chak No.19/9R,220060701,0,274,274,0,2,2,Female
"",,Chak No.19/9R,220060702,0,637,637,,,,
"",,Chak No.19/9R,220060703,0,637,637,,,,
272,"Office of the U/C19/9-R",Chak No.19/9R,220060713,364,0,364,2,0,2,Male
Chak No.19/9R,220060714,441,0,441,,,,,,
Chak No.19/9R,220060727,441,0,441,,,,,,
Chak No.19/9R,220060713,0,264,264,,,,,,
"",,Chak No.19/9R,220060727,0,333,333,,,,
274,"Govt. Pry. School19/9-R Tibba(Proposed)",Chak No.19/9R,220060715,554,398,952,1,1,2,Combined
275,"Govt Boys MiddleSchool  Barewala",Baray Wala,223070201,530,454,984,2,1,3,Combined
"",,Baray Wala,223070202,219,151,370,,,,
276,"Govt Boys MiddleSchool  Hassan Pur",Attari,223070203,315,266,581,1,1,2,Combined
277,"Govt Boys MiddleSchool  Hassan Pur",Hassan Pur,223070206,501,424,925,1,1,2,Combined
278,"Govt Boys PrimarySchool Ali Pur",Ali Pur,223070204,462,334,796,1,1,2,Combined
Ali Pur,223070205,217,124,341,,,,,,
Jahan Pur,223070503,175,140,315,,,,,,
"",,Jahan Pur,223070505,649,424,1073,,,,
280,"Govt Boys PrimarySchool  Noor Pur",Noor Pur,223070506,321,239,560,2,1,3,Combined
"",,Noor Pur,223070507,668,461,1129,,,,
"",,Noor Pur,223070508,668,461,1129,,,,
281,"Govt Boys HighSchool Rehana Sahu",Rehana Sahu,223070501,700,481,1181,2,1,3,Combined
"",,Rehana Sahu,223070502,700,481,1181,,,,
282,"Govt Boys PrimarySchool  Nehely Wala",Nehaly Wala,223070601,388,279,667,2,1,3,Combined
Nehaly Wala,223070602,468,266,734,,,,,,
Kalnka Wala,223070603,764,0,764,,,,,,
"",,Bhattian Wala,223070805,407,0,407,,,,
284,"Govt Boys PrimarySchool  Kalkan Wala(P-II)",Kalnka Wala,223070603,0,481,481,0,2,2,Female
"",,Kalnka Wala,223070604,0,255,255,,,,
"",,Bhattian Wala,223070805,0,311,311,,,,
285,"Govt Boys HighSchool Kot Wala (1Portion)",Hussain Abad Awal,223070802,593,416,1009,2,1,3,Combined
286,"Govt Boys HighSchool Kot Wala (1Portion)",Hussain Abad Awal,223070801,364,254,618,2,1,3,Combined
287,"Govt Boys HighSchool Kot Wala(2nd Portion)",Kot Wala,223070803,898,644,1542,2,1,3,Combined
"",,Kot Wala,223070804,898,644,1542,,,,
288,"Govt Boys PrimarySchool  Jalil Pur",Jalil Pur,223070702,259,252,511,1,1,2,Combined
290,"Govt Girls PrimarySchool Jalil Pur",Jalil Pur,223070704,1041,833,1874,1,1,2,Combined
"",,Nonan Wala,223070705,117,77,194,,,,
291,"Govt Girls PrimarySchool HussainAbad Sani",Hussain Pur Sani,223070701,677,534,1211,1,1,2,Combined
292,"Govt Boys PrimarySchool  MuhammadPur Otar",Mohamamd Pur Utar,223070706,400,322,722,1,1,2,Combined
293,"Govt Boys PrimarySchool  Hattara",Hattran,223080901,348,256,604,1,1,2,Combined
"",,Hattran,223080903,221,137,358,,,,
294,"Govt Boys PrimarySchool  Hattara",Hattran,223080902,526,457,983,1,1,2,Combined
295,"Govt Boys PrimarySchool  Kot Malana",Kot Mallana,223080904,363,292,655,1,1,2,Combined
Allah Hu,223080905,386,341,727,,,,,,
"",Shahadat Kandlah,223081010,216,0,216,,,,
Shahadat Kandlah,223081011,417,0,417,,,,,
Shahadat Kandlah,223081012,127,0,127,,,,,
Shahadat Kandlah,223081013,62,0,62,,,,,
Shahadat Kandlah,223081014,92,0,92,,,,,
Shahadat Kandlah,223081015,199,0,199,,,,,
Shahadat Kandlah,223081009,0,357,357,,,,,
Shahadat Kandlah,223081010,0,140,140,,,,,
Shahadat Kandlah,223081011,0,305,305,,,,,
"",,Shahadat Kandlah,223081013,0,18,18,,,,
"",,Shahadat Kandlah,223081014,0,86,86,,,,
"",,Shahadat Kandlah,223081015,0,147,147,,,,
298,"Govt Girls MiddleSchool  Jalla Pahore(I Portion )",Jallah Pahore,223081001,101,78,179,1,1,2,Combined
Jallah Pahore,223081002,160,124,284,,,,,,
Jallah Pahore,223081003,92,61,153,,,,,,
Jallah Pahore,223081004,47,30,77,,,,,,
Jallah Pahore,223081005,201,144,345,,,,,,
Jallah Pahore,223081006,98,56,154,,,,,,
"",,Jallah Pahore,223081008,622,431,1053,,,,
"",,Jallah Pahore,223081016,622,431,1053,,,,
300,BHU Umid  Garh,Umeed Garh,223081201,227,0,227,3,0,3,Male
Umeed Garh,223081202,488,0,488,,,,,,
Umeed Garh,223081203,168,0,168,,,,,,
Umeed Garh,223081204,414,0,414,,,,,,
Umeed Garh,223081205,278,0,278,,,,,,
Umeed Garh,223081201,0,122,122,,,,,,
Umeed Garh,223081202,0,386,386,,,,,,
"",,Umeed Garh,223081204,0,256,256,,,,
"",,Umeed Garh,223081205,0,151,151,,,,
302,"Govt Boys MiddleSchool  Din Pur",Deen Pur,223081206,342,218,560,2,1,3,Combined
"",,Deen Pur,223081207,533,358,891,,,,
303,"Govt Boys MiddleSchool  Gubind Garh",Gobind Garh,223081101,562,0,562,3,0,3,Male
Gobind Garh,223081102,562,0,562,,,,,,
Gobind Garh,223081103,333,0,333,,,,,,
Gobind Garh,223081104,492,0,492,,,,,,
Roshan Pur,223080101,234,0,234,,,,,,
"",,Gobind Garh,223081102,0,349,349,,,,
"",,Gobind Garh,223081103,0,262,262,,,,
"",,Gobind Garh,223081104,0,302,302,,,,
"",,Roshan Pur,223080101,0,179,179,,,,
305,"Govt Boys PrimarySchool Batian",Moza batian,223080201,155,102,257,2,1,3,Combined
"",,Moza batian,223080202,657,422,1079,,,,
306,"Govt Boys PrimarySchool Shah KareemAbdul Hakeem",Shah Kareem,223110203,313,216,529,1,1,2,Combined
Jungle Ali Chappa,223110108,654,478,1132,,,,,,
Nizam Abad,223110101,459,0,459,,,,,,
"",,Namet Pura,223110104,197,0,197,,,,
"",,Military Colony,223110105,27,0,27,,,,
308,"Govt Boys MiddleSchool No-3 AbdulHakeem (P-II)",Mujahid Abad,223110103,737,0,737,2,0,2,Male
Mujahid Abad,223110107,737,0,737,,,,,,
petrol Pump,223110106,17,0,17,,,,,,
Shahb Town,223110201,123,0,123,,,,,,
"Anayet Town, BastiDogran",223110202,286,0,286,,,,,,
Nizam Abad,223110101,0,360,360,,,,,,
Mubarik Abad,223110102,0,327,327,,,,,,
"",,Military Colony,223110105,0,18,18,,,,
310,"Govt. Girls CMPrimary School AliChappa Shumali (P-II) Abdul Hakeem",Mujahid Abad,223110103,0,611,611,0,2,2,Female
Mujahid Abad,223110107,0,611,611,,,,,,
petrol Pump,223110106,0,14,14,,,,,,
Shahb Town,223110201,0,61,61,,,,,,
"Anayet Town, BastiDogran",223110202,0,205,205,,,,,,
"Chak AliChappa/Bismillah Town",223110204,445,0,445,,,,,,
Afzal Town,223110205,178,0,178,,,,,,
Afzal Town,223110206,687,0,687,,,,,,
312,"Govt Boys MiddleSchool  JinnahColony AbdulHakim Near GhallaMandi MiddlePortion",Kachi Abadi,223110302,533,0,533,2,0,2,Male
"",,Crichtian Colony,223110303,246,0,246,,,,
313,"Govt. Boys HighSchool AbdulHakeem (P-I)",Rehman Town,223110401,437,0,437,2,0,2,Male
"",,Basti Tareli,223110402,191,0,191,,,,
"",,Hospital Road,223110403,167,0,167,,,,
314,"Govt. Boys HighSchool AbdulHakeem (P-I)",A Block,223110404,276,0,276,2,0,2,Male
Town Committee,223110405,482,0,482,,,,,,
Rail Bazar Shurqi,223110406,487,0,487,,,,,,
