"",,Total,,,,585,430,1015,1,1,2,
"Government Girls High SchoolVirowala.(Male)(P)",VIRO WALA,182020411,,,,353,,353,,,,
"",VIRO WALA,182020412,,,,445,,445,,,,
"",,,Total,,,,1314,,1314,2,,2
136,"Government Boys Elementry SchoolVirowala.(Female)",VIRO WALA,182020411,,,,,305,305,,,
"",,VIRO WALA,182020412,,,,,389,389,,,
"",,VIRO WALA,182020413,,,,,419,419,,,
"",,,Total,,,,,1113,1113,,2,2
137,"Government Boys Elementary SchoolDhilam.(Male)(P)",DHILLAM,182020501,,,,815,,815,,,
"",,DHILLAM,182020502,,,,388,,388,,,
"",,,Total,,,,1203,,1203,2,,2
138,"Government Girls Primary School Dhilam.(Female)",DHILLAM,182020501,,,,,704,704,,,
"",,DHILLAM,182020502,,,,,309,309,,,
"",,,Total,,,,,1013,1013,,2,2
139,"Government Model Primary School NandPur Ghrabi  (P)",NAND PUR,182020503,,,,343,282,625,,,
"",,KHOKHEWALI,182020505,,,,159,97,256,,,
"",,,Total,,,,502,379,881,1,1,2
140,"Government Girls Primary School  Umar Ke.(P)",UMER KE,182020504,,,,354,225,579,,,
"",,,Total,,,,354,225,579,1,1,2
141,"Government Girls Commutiny ModelSchool Balagan. (Male)",BALGAN,182020601,,,,665,,665,,,
"",,BALGAN,182020602,,,,323,,323,,,
"",,BALGAN,182020603,,,,529,,529,,,
"",,,Total,,,,1517,,1517,3,,3
142,"Government Girls Commutiny ModelSchool Balagan.(Female)",BALGAN,182020601,,,,,552,552,,,
"",,BALGAN,182020602,,,,,262,262,,,
"",,BALGAN,182020603,,,,,387,387,,,
"",,,Total,,,,,1201,1201,,2,2
143,"Government Model Primary School Lodhike(P)",LIDIKI,182020604,,,,468,395,863,,,
"",,BEHDAR,182020605,,,,236,206,442,,,
"",,,Total,,,,704,601,1305,1,1,2
144,"Government Girls Primary School ChoharChak (P)",CHAUHAR CHAK,182020606,,,,683,505,1188,,,
"",,,Total,,,,683,505,1188,1,1,2
145,"Government Model Primary SchoolParanike (P)",PARANEKE,182020801,,,,419,303,722,,,
DHAE,182020802,,,,115,108,223,,,,,
"",Total,,,,534,411,945,1,1,2,,
"",Cheema (P),REHAN CHEEMA,182020904,,,,758,615,1373,,,
"",,,Total,,,,869,710,1579,1,1,2
147,"Government Girls Primary School Gadiala.(Male) (P)",GODHALA,182020804,,,,517,,517,,,
"",,GODHALA,182020805,,,,449,,449,,,
"",,,Total,,,,966,,966,2,,2
148,"Government Girls Primary School Gadiala.(Female) (P)",GODHALA,182020804,,,,,450,450,,,
"",,GODHALA,182020805,,,,,365,365,,,
"",,,Total,,,,,815,815,,2,2
149,"Government Model Primary SchoolWarsalke (P)",WARSALKE,182020901,,,,574,437,1011,,,
"",,KOT DHAIANI,182020903,,,,157,138,295,,,
"",,,Total,,,,731,575,1306,1,1,2
150,"Government Model Primary School Sehjoke(P)",SEHJOKE,182020902,,,,442,347,789,,,
"",,,Total,,,,442,347,789,1,1,2
151,"Government Boys High School BadokeCheema (Male) (P)",BADOKE,182021001,,,,609,,609,,,
"",,BADOKE,182021002,,,,536,,536,,,
"",,BADOKE,182021003,,,,622,,622,,,
"",,,Total,,,,1767,,1767,3,,3
152,"Government Girls Model High SchoolBadoke Cheema (Female) (P)",BADOKE,182021001,,,,,493,493,,,
"",,BADOKE,182021002,,,,,397,397,,,
"",,BADOKE,182021003,,,,,469,469,,,
"",,,Total,,,,,1359,1359,,2,2
153,"Government Girls Primary School Sahibke(P)",SAHIBKE,182021004,,,,359,297,656,,,
"",,,Total,,,,359,297,656,1,1,2
154,"Government Model Primary School Raolike(P)",RALIOKE(DULOKEY),182021005,,,,662,517,1179,,,
"",,KORE PUR,182021205,,,,235,147,382,,,
"",,,Total,,,,897,664,1561,2,1,3
155,"Government Girls Haigher SeconderySchool Kharolian(Male) (P)",KHAROLIAN (ASLAMPUR,182021201,,,,635,,635,,,
"",,KHAROLIAN (ASLAMPUR,182021202,,,,571,,571,,,
"",,,Total,,,,1206,,1206,2,,2
156,"Government Girls Haigher SeconderySchool Kharolian(Female) (P)",KHAROLIAN (ASLAMPUR,182021201,,,,,487,487,,,
"",,KHAROLIAN (ASLAMPUR,182021202,,,,,440,440,,,
"",,,Total,,,,,927,927,,2,2
157,"Government Girls Primary School KharolianKhas. (P)",KHAROLIAN (ASLAMPUR,182021203,,,,471,360,831,,,
KHAROLIAN (ASLAMPUR,182021204,,,,467,357,824,,,,,
"",Total,,,,938,717,1655,2,1,3,,
LUDHER,182021206,,,,616,439,1055,,,,,
159,"Government Boys Primary School ChakKhina (P)",,,CHAK KHEENA,182021101,,174,151,325,,,
"",,,,Chak Khina Bhopal,"ala182050101",,428,353,781,,,
"",,,,Chak Khina Bhopal,"ala182050102",,243,191,434,,,
"",,,,,Total,,845,695,1540,1,1,2
160,"Government Boys Primary School No.1Bhopalwala. (P)",,,Zaildaran/Civil Hos,"ital182050103",,194,146,340,,,
"",,,,New Lari Adda,182050104,,105,86,191,,,
"",,,,MohallahMaqbra,182050201,,625,514,1139,,,
"",,,,,Total,,924,746,1670,2,1,3
161,"Government Boys Primary School No.2Bhopalwala(Male)  (P)",,,MohallahBagwala,182050202,,247,,247,,,
"",,,,Committi Ghar,182050203,,623,,623,,,
"",,,,MohallahMashrqi,182050204,,263,,263,,,
"",,,,,Total,,1133,,1133,2,,2
162,"Government Boys Primary School No.2Bhopalwala(Female)  (P)",,,MohallahBagwala,182050202,,,216,216,,,
"",,,,Committi Ghar,182050203,,,471,471,,,
"",,,,MohallahMashrqi,182050204,,,190,190,,,
"",,,,,Total,,,877,877,,2,2
163,"Government Girls High School Hissa PrimaryMohallah Zaildaran Bhopalwala.  (P)",,,Mashrqi/Commiti,"har182050301",,904,810,1714,,,
"",,,,,Total,,904,810,1714,2,2,4
164,"Government Girls Elementary SchoolBhopalwala. (Male) (P)",,,MohallahMashrqi,182050302,,473,,473,,,
"",,,,MohallahGharhi,182050303,,466,,466,,,
"",,,,MohallahGharhi/C,"ao182050304",,588,,588,,,
"",,,,,Total,,1527,,1527,2,,2
165,"Government Girls Elementary SchoolBhopalwala. (Female) (P)",,,MohallahMashrqi,182050302,,,376,376,,,
"",,,,MohallahGharhi,182050303,,,368,368,,,
"",,,,MohallahGharhi/C,"ao182050304",,,494,494,,,
"",,,,,Total,,,1238,1238,,2,2
166,"Government Girls High School Hissa PrimaryMohallah Zaildaran Bhopalwala. (Male) (P)",,,Maqbra/Zaildaran,182050401,,343,,343,,,
"",,CIRCLE NO 04,182050402,,382,,382,,,,,
"",,CIRCLE NO 04,182050405,,317,,317,,,,,
"",,CIRCLE NO 04,182050406,,3,,3,,,,,
"",,MohallahZaildaran,182050404,,269,,269,,,,,
"",,,Total,,1314,,1314,2,,2,,
"",,Maqbra/Zaildaran,182050401,,,337,337,,,,,
"",,CIRCLE NO 04,182050402,,,289,289,,,,,
"",,CIRCLE NO 04,182050405,,,230,230,,,,,
"",,CIRCLE NO 04,182050406,,,5,5,,,,,
"",,MohallahZaildaran,182050404,,,243,243,,,,,
"",,Tibba/Masjid Firda,"ss182050403",,479,390,869,,,
ELECTION COMMISSION OF PAKISTAN,,,,,,,,,,,,
FORM-28,,,,,,,,,,,,
"[see rule 50]",,,,,,,,,,,,
LIST OFPOLLING STATIONS FOR A CONSTITUENCY,,,,,,,,,,,,
ELECTION TO THE PROVINCIAL ASSEMEBLY,,,,,,,,,,,,
No. and name of constituency PP-44 SLK-X,,,,,,,,,,,,
S.No,No.& Name of Polling Staion.,In case of rural area,In case of urban area,"S.No. ofvoters ontheElectoral","Number of Voters assigned toPolling Station","No. of PollingBooths",,,,,,
"",,"Name of Electoral RollsAreas.","Census BlockCode.","Name of ElectoralRolls Areasassigned to the","Census BlockCode Number",,,,,,,
"",,,,,,,"MaleFrom ;to","FemaleFrom to",Total.,Male,Female,Total
1,2,3,4,5,6,7,8,9,10,11,12,13
1,"Government Model Elementry School KotliNoonan (P)",KOTLI NONAN,182010201,,,,758,671,1429,,,
"",,,Total,,,,758,671,1429,1,1,2
2,"Government Model Primary SchoolKaranwali. (P)",KARAN WALI,182010202,,,,616,414,1030,,,
"",,,Total,,,,616,414,1030,1,1,2
3,"Government Boys Primary School Lopo wali.(P)",LOPO WALI,182010203,,,,571,478,1049,,,
"",,,Total,,,,571,478,1049,1,1,2
4,Government Boys High School Sahowala.(P),SAHU WALA,182010301,,,,427,338,765,,,
"",,,Total,,,,427,338,765,1,1,2
5,"Government Boys High School Sahowala(Male) (P)",SAHU WALA,182010302,,,,784,,784,,,
"",,SAHU WALA,182010303,,,,295,,295,,,
"",,SAHU WALA,182010304,,,,267,,267,,,
"",,,Total,,,,1346,,1346,2,,2
6,"Government Boys High School Sahowala(Female)(P)",SAHU WALA,182010302,,,,,638,638,,,
"",,SAHU WALA,182010303,,,,,226,226,,,
"",,SAHU WALA,182010304,,,,,202,202,,,
"",,,Total,,,,,1066,1066,,2,2
7,"Government Girls High School Sahowala(Male) (P)",SAHU WALA,182010305,,,,351,,351,,,
SAHU WALA,182010311,,,,116,,116,,,,,
SAHU WALA,182010306,,,,632,,632,,,,,
SAHU WALA,182010307,,,,307,,307,,,,,
"",Total,,,,1406,,1406,2,,2,,
"","Government Girls High School Sahowala(Female) (P)",SAHU WALA,182010311,,,,,99,99,,,
"",,SAHU WALA,182010306,,,,,509,509,,,
"",,SAHU WALA,182010307,,,,,218,218,,,
"",,,Total,,,,,1087,1087,,2,2
9,Government Girls High School Sahowala.(P),SAHU WALA,182010308,,,,753,583,1336,,,
"",,,Total,,,,753,583,1336,1,1,2
10,"Government Boys Primary School BalloChak (Male)  (P)",BALO CHAK,182010309,,,,658,,658,,,
"",,BALO CHAK,182010310,,,,531,,531,,,
"",,,Total,,,,1189,,1189,2,,2
11,"Government Grils Primary School BalloChak. (Female)",BALO CHAK,182010309,,,,,521,521,,,
"",,BALO CHAK,182010310,,,,,396,396,,,
"",,,Total,,,,,917,917,,2,2
12,"Government Boys Primary School Kamal Pur(P)",KAMAL PUR,182010401,,,,771,600,1371,,,
"",,,Total,,,,771,600,1371,1,1,2
13,"Government Girls Primary School Man Pur.(P)",MAN PUR,182010402,,,,436,399,835,,,
"",,,Total,,,,436,399,835,1,1,2
14,"Government Model Primary School ChakChaudho (P)",CHAK CHOHDU,182010403,,,,719,542,1261,,,
"",,,Total,,,,719,542,1261,1,1,2
15,"Government Community Model SchoolGhazi Pur (Nashtra Abad) (P)",GHAZI PUR (NISHTAR AB,D )182010404,,,,608,452,1060,,,
"",,,Total,,,,608,452,1060,1,1,2
16,"Government Model Primary School ZafarWali.",ZAFAR WALI,182010405,,,,484,403,887,,,
"",,,Total,,,,484,403,887,1,1,2
17,"Government Boys Elementry SchoolSaranky (P)",KOTLI GURLAN,182010501,,,,66,45,111,,,
"",,DHAMIAN,182010502,,,,286,193,479,,,
"",,SARANKE,182011009,,,,627,505,1132,,,
"",,,Total,,,,979,743,1722,2,2,4
18,"Government Girls Elementary School AddaBegowala (Male) (P)","JHAMAT/ADDABEGOWALA",182010503,,,,383,,383,,,
"JHAMAT/ADDABEGOWALA",182010504,,,,510,,510,,,,,
"JHAMAT/ADDABEGOWALA",182010505,,,,484,,484,,,,,
"",182010506,,,,357,,357,,,,,
"",Total,,,,1734,,1734,3,,3,,
"JHAMAT/ADDABEGOWALA",182010503,,,,,291,291,,,,,
"",Begowala (Female) (P),"JHAMAT/ADDABEGOWALA",182010505,,,,,375,375,,,
"",,,182010506,,,,,265,265,,,
"",,,Total,,,,,1279,1279,,2,2
20,"Government Model Primary SchoolJharanwala(Male)(Boys-Portion) (P)","JHAMAT/JHARANWALA/KAKAYWALI",182010507,,,,217,,217,,,
"",,JHAMAT/JHARANWALA,182010508,,,,325,,325,,,
"",,,182010519,,,,544,,544,,,
"",,,Total,,,,1086,,1086,2,,2
21,"Government Model Primary SchoolJharrianwala (Female)(Girls-Portion)","JHAMAT/JHARANWALA/KAKAYWALI",182010507,,,,,162,162,,,
"",,,182010508,,,,,190,190,,,
"",,JHAMAT/JHARANWALA,182010519,,,,,472,472,,,
"",,,Total,,,,,824,824,,2,2
22,"Government Boys High School Jethike(Male) (P)",JETHIKE,182010509,,,,349,,349,,,
"",,JETHIKE,182010510,,,,734,,734,,,
"",,JETHIKE,182010511,,,,621,,621,,,
"",,,Total,,,,1704,,1704,3,,3
23,"Government Girls High School Jethike(Female) (P)",JETHIKE,182010509,,,,,281,281,,,
"",,JETHIKE,182010510,,,,,587,587,,,
"",,JETHIKE,182010511,,,,,586,586,,,
"",,,Total,,,,,1454,1454,,2,2
24,Government Girls High School Jethike.(P),JETHIKE,182010512,,,,689,541,1230,,,
"",,,Total,,,,689,541,1230,1,1,2
25,"Government Boys High School Jethike(Male) (P)",JETHIKE,182010513,,,,235,,235,,,
"",,JETHIKE,182010514,,,,849,,849,,,
"",,JETHIKE,182010517,,,,250,,250,,,
"",,,Total,,,,1334,,1334,2,,2
26,"Government Girls High School Jethike(Female) (P)",JETHIKE,182010513,,,,,169,169,,,
"",JETHIKE,182010514,,,,,741,741,,,,
"",JETHIKE,182010517,,,,,208,208,,,,
"",,Total,,,,,1118,1118,,2,2,
Union Council Office Jethike (P),JETHIKE,182010515,,,,360,332,692,,,,
JETHIKE,182010516,,,,376,235,611,,,,,
KOTLI SAYYED (KOTLI M,LA )182010518,,,,0,0,0,,,,,
"",Total,,,,736,567,1303,1,1,2,,
28,"Government Girls Elementary School KotDina (P)",KOT DINA,182010601,,,,263,234,497,,,
"",,KOT DINA,182010602,,,,410,336,746,,,
"",,KOT DINA,182010603,,,,233,172,405,,,
"",,,Total,,,,906,742,1648,2,1,3
29,"Government Girls Primary School MajraKhurd (P)",MAJRA KHURD,182010604,,,,372,304,676,,,
"",,MAJRA KHURD,182010605,,,,366,257,623,,,
"",,,Total,,,,738,561,1299,1,1,2
30,"Government Boys Primary School Kaulokay(P)",KAULOKE,182010606,,,,252,157,409,,,
"",,KAULOKE,182010607,,,,692,566,1258,,,
"",,,Total,,,,944,723,1667,2,1,3
31,"Government Boys Primary School Hadoke(P)",HADOKE,182010608,,,,452,366,818,,,
"",,HADOKE,182010609,,,,360,292,652,,,
"",,,Total,,,,812,658,1470,2,1,3
32,"Government Boys Primary School  KothaChistian. (P)",KOTHA PARDAN SINGH,182010701,,,,335,195,530,,,
"",,KOTHA CHISHTIAN,182010804,,,,626,491,1117,,,
"",,,Total,,,,961,686,1647,2,1,3
33,"Government Boys Elementry SchoolBhakriali.(Male) (P)",THATTA MUSA,182010702,,,,0,,0,,,
"",,BHAKARIALI,182010703,,,,630,,630,,,
"",,BHAKARIALI,182010704,,,,201,,201,,,
"",,BHAKARIALI,182010705,,,,663,,663,,,
"",,,Total,,,,1494,,1494,2,,2
34,"Government Girls High School Bhakriali.(Female)",THATTA MUSA,182010702,,,,,0,0,,,
"",,BHAKARIALI,182010703,,,,,499,499,,,
"",,BHAKARIALI,182010704,,,,,175,175,,,
"",,BHAKARIALI,182010705,,,,,545,545,,,
"",,,Total,,,,,1219,1219,,2,2
35,"Government Girls Model Elementry SchoolChak Ikhtiar.",CHAK IKHTIAR,182010706,,,,541,399,940,,,
"",,,Total,,,,541,399,940,1,1,2
36,"Government Boys High School Majra kalan(Male) (P)",MAJRA KALAN,182010707,,,,815,,815,,,
"",,MAJRA KALAN,182010708,,,,173,,173,,,
"",,MAJRA KALAN,182010709,,,,531,,531,,,
"",,,Total,,,,1519,,1519,2,,2
37,"Government Girls High School Majra Kalan(Female) (P)",MAJRA KALAN,182010707,,,,,680,680,,,
MAJRA KALAN,182010708,,,,,155,155,,,,,
MAJRA KALAN,182010709,,,,,445,445,,,,,
"",Total,,,,,1280,1280,,2,2,,
KOTHIALA,182010801,,,,556,452,1008,,,,,
"","Government Boys High School Kothiala(Male) (P)",KOTHIALA,182010802,,,,856,,856,,,
"",,KOTHIALA,182010803,,,,250,,250,,,
"",,DAUR,182010805,,,,137,,137,,,
"",,UMERKE,182010806,,,,0,,0,,,
"",,TIBBI UNAYAT SHAH,182010807,,,,1,,1,,,
"",,ARBI,182010808,,,,50,,50,,,
"",,,Total,,,,1294,,1294,2,,2
40,"Government Girls Elementary SchoolKothiala (Female) (P)",KOTHIALA,182010802,,,,,728,728,,,
"",,KOTHIALA,182010803,,,,,180,180,,,
"",,DAUR,182010805,,,,,94,94,,,
"",,UMERKE,182010806,,,,,0,0,,,
"",,TIBBI UNAYAT SHAH,182010807,,,,,0,0,,,
"",,ARBI,182010808,,,,,50,50,,,
"",,,Total,,,,,1052,1052,,2,2
41,"Government Model Primary School HabibPur (P)",HABIB PUR,182010901,,,,445,316,761,,,
"",,KOT KORA,182010904,,,,1,1,2,,,
"",,JAMAL PUR,182010905,,,,292,152,444,,,
"",,RAKH TAHALI WALA,182010908,,,,1,0,1,,,
"",,ARAZI SANGHAN WALA,182010909,,,,0,0,0,,,
"",,RAKH MALIAN WALA,182010910,,,,0,0,0,,,
"",,,Total,,,,739,469,1208,1,1,2
42,"Government Boys Primary School panuAtari (P)",KARTAR PUR,182010902,,,,173,115,288,,,
"",,PANNUN ATARI,182010903,,,,538,352,890,,,
"",,,Total,,,,711,467,1178,1,1,2
43,"Government Model Primary School KotMalian (Malian Wala) (P)",KOT MALIAN,182010906,,,,657,444,1101,,,
"",,KOT MALIAN,182010907,,,,232,169,401,,,
"",,,Total,,,,889,613,1502,1,1,2
44,"Government Girls Primary School KotliKhokhran Kalan.(Male) (P)",KOTLI KHOKHRAN,182011001,,,,787,,787,,,
"",,KOTLI KHOKHRAN,182011002,,,,782,,782,,,
"",,,Total,,,,1569,,1569,3,,3
45,"Government Boys Primary School KotliKhokhran Kalan.(Female)",KOTLI KHOKHRAN,182011001,,,,,587,587,,,
"",,KOTLI KHOKHRAN,182011002,,,,,545,545,,,
"",,,Total,,,,,1132,1132,,2,2
46,"Government Model Primary SchoolGhumana Wali. (P)",KOT SURANG,182011003,,,,187,122,309,,,
MAST GAHR,182011004,,,,122,77,199,,,,,
GHUMNAN WALI,182011005,,,,293,174,467,,,,,
"",Total,,,,602,373,975,1,1,2,,
KOT DOGRAN,182011006,,,,291,192,483,,,,,
KOT DOGRAN,182011007,,,,221,153,374,,,,,
"",,,Total,,,,512,345,857,1,1,2
48,"Government Girls Elementary SchoolDhodhowal  (P)",SARANKE (Dodowal),182011008,,,,714,538,1252,,,
"",,,Total,,,,714,538,1252,1,1,2
49,Government Girls Primary School Dadowali.,SARANKE (Dadowali),182011010,,,,546,412,958,,,
"",,,Total,,,,546,412,958,1,1,2
50,"Government Model Primary School GulabGharh (P)",GULAB GARH,182011101,,,,522,381,903,,,
"",,,Total,,,,522,381,903,1,1,2
51,"Government Girls Primery School KopraKalan (P)",KOPRA,182011102,,,,780,639,1419,,,
"",,,Total,,,,780,639,1419,1,1,2
52,"Government Girls High School Kopra Khurd(P)",KOPRA,182011103,,,,384,360,744,,,
"",,KOPRA,182011104,,,,470,296,766,,,
"",,,Total,,,,854,656,1510,1,1,2
53,"Government Model Primary School KishanGarh. (P)",KISHAN GARH,182011105,,,,537,406,943,,,
"",,,Total,,,,537,406,943,1,1,2
54,"Government Model Primary School PcciGarhi (P)",PIKKI GARHI,182011201,,,,476,325,801,,,
"",,SAIAN WALA,182011202,,,,261,140,401,,,
"",,KOT KHUDA YAR,182011302,,,,118,95,213,,,
"",,KOT QADAR DAD,182011303,,,,102,69,171,,,
"",,,Total,,,,957,629,1586,2,1,3
55,"Government Model Primary School KotMirath (P)",KOT MIRTH,182011203,,,,577,427,1004,,,
"",,PIPLI WALA,182011301,,,,264,225,489,,,
"",,,Total,,,,841,652,1493,1,1,2
56,"Government Boys Primary School KotliMughlan.",KOTLI MUGHLAN,182011204,,,,361,255,616,,,
"",,,Total,,,,361,255,616,1,1,2
57,Government Boys Hugh School Roheela (P),ROHELA,182011304,,,,724,603,1327,,,
"",,,Total,,,,724,603,1327,1,1,2
58,"Government ModelPrimary School Pir Kot(P)",KHARAL,182011401,,,,130,80,210,,,
"",,MADOKE,182011403,,,,243,161,404,,,
"",,PIR KOT,182011407,,,,277,194,471,,,
"",,,Total,,,,650,435,1085,1,1,2
59,"Government Model Primary School ChaokeKalan (P)",CHAOKE KHURD,182011402,,,,173,87,260,,,
CHAO-KE KALAN,182011404,,,,517,359,876,,,,,
"",Total,,,,690,446,1136,1,1,2,,
DOBURJI CHANDA SING,182011405,,,,364,194,558,,,,,
"",,,Total,,,,916,617,1533,2,1,3
61,"Government Boys High School Randheer(Male) (P)",RANDHEER,182011501,,,,442,,442,,,
"",,RANDHEER,182011503,,,,55,,55,,,
"",,RANDHEER,182011504,,,,428,,428,,,
"",,RANDHEER,182011505,,,,396,,396,,,
"",,,Total,,,,1321,,1321,2,,2
62,"Government Girls High School Randheer(Female) (P)",RANDHEER,182011501,,,,,341,341,,,
"",,RANDHEER,182011503,,,,,42,42,,,
"",,RANDHEER,182011504,,,,,299,299,,,
"",,RANDHEER,182011505,,,,,259,259,,,
"",,,Total,,,,,941,941,,2,2
63,"Government Boys High School Randheer.(P)",RANDHEER,182011502,,,,887,663,1550,,,
"",,,Total,,,,887,663,1550,1,1,2
64,"Government Girls Primary School HussainPur Randheer (P)",HUSSAIN PUR RANDHEE,182011506,,,,577,369,946,,,
"",,HUSSAIN PUR,182011507,,,,178,128,306,,,
"",,,Total,,,,755,497,1252,1,1,2
65,"Government Girls High School BholaMusa.(Male) (P)",BHOLA MUSA,182020101,,,,731,,731,,,
"",,BHOLA MUSA,182020102,,,,700,,700,,,
"",,CHAK KUPA,182020103,,,,331,,331,,,
"",,,Total,,,,1762,,1762,3,,3
66,"Government Girls High School BholaMusa.(Female) (P)",BHOLA MUSA,182020101,,,,,502,502,,,
"",,BHOLA MUSA,182020102,,,,,505,505,,,
"",,CHAK KUPA,182020103,,,,,207,207,,,
"",,,Total,,,,,1214,1214,,2,2
67,"Government Girls Primary School  KotliBawarian. (P)",KOTLI BAWARIAN,182020104,,,,377,308,685,,,
"",,,Total,,,,377,308,685,1,1,2
68,"Government Boys Primary School ChakBhada (P)",CHAK BHADA,182020201,,,,677,595,1272,,,
"",,,Total,,,,677,595,1272,1,1,2
69,"Government Girls Primary School Farhadpur. (P)",FARHAD PUR,182020202,,,,336,219,555,,,
"",,,Total,,,,336,219,555,1,1,2
70,"Government Girls Primary School FatehGarh. (P)",FATEH GARH,182020203,,,,420,307,727,,,
"",,,Total,,,,420,307,727,1,1,2
71,"Government Boys High School Ghartal(Male) (P)",GHARTAL,182020301,,,,660,,660,,,
GHARTAL,182020302,,,,846,,846,,,,,
"",Total,,,,1506,,1506,3,,3,,
GHARTAL,182020301,,,,,478,478,,,,,
"",,,Total,,,,,1111,1111,,2,2
73,"Government Boys Elementary SchoolWaan.(Male) (P)",WAN,182020303,,,,298,,298,,,
"",,WAN,182020304,,,,832,,832,,,
"",,,Total,,,,1130,,1130,2,,2
74,"Government Girls High School Waan.(Female)",WAN,182020303,,,,,224,224,,,
"",,WAN,182020304,,,,,642,642,,,
"",,,Total,,,,,866,866,,2,2
75,Government Boys Primary School Kang (P),CHHELU KE,182020305,,,,232,165,397,,,
"",,KANG,182020307,,,,683,546,1229,,,
"",,,Total,,,,915,711,1626,2,1,3
76,"Government Model Primary School Baryar.(P)",BARYAR,182020306,,,,403,304,707,,,
"",,,Total,,,,403,304,707,1,1,2
77,"Government Girls Primary School Noor PurSaydan (P)",KOTLI MIANI,182020701,,,,431,329,760,,,
"",,NAND GARH (NOORPUR,YED182020702,,,,447,284,731,,,
"",,,Total,,,,878,613,1491,1,1,2
78,"Government Boys High School Malkhanwala(Male)  (P)",MALKHAN WALA,182020703,,,,506,,506,,,
"",,MALKHAN WALA,182020704,,,,755,,755,,,
"",,MALKHAN WALA,182020705,,,,390,,390,,,
"",,,Total,,,,1651,,1651,3,,3
79,"Government Girls High School Malkhanwala(Female) (P)",MALKHAN WALA,182020703,,,,,436,436,,,
"",,MALKHAN WALA,182020704,,,,,585,585,,,
"",,MALKHAN WALA,182020705,,,,,269,269,,,
"",,,Total,,,,,1290,1290,,2,2
80,"Government Boys High SchoolMalkhanwala.(P)",MALKHAN WALA,182020706,,,,475,406,881,,,
"",,MALKHAN WALA,182020707,,,,274,210,484,,,
"",,CHAK BASAO,182020708,,,,91,68,159,,,
"",,,Total,,,,840,684,1524,1,1,2
81,"Government Model Primary School  KotliJoian. (P)",KOTLI CHANNUN,182020709,,,,128,88,216,,,
"",,KOTLI JOIYAN,182020710,,,,286,186,472,,,
"",,,Total,,,,414,274,688,1,1,2
82,"Government Girls High School Dhanawali(Male)  (P)",DHANAN WALI,182030101,,,,403,,403,,,
DHANAN WALI,182030102,,,,507,,507,,,,,
DHANAN WALI,182030103,,,,231,,231,,,,,
DHANAN WALI,182030104,,,,184,,184,,,,,
RIO GAN,182030105,,,,109,,109,,,,,
"",Total,,,,1434,,1434,2,,2,,
DHANAN WALI,182030101,,,,,371,371,,,,,
"","Government Girls High School Dhanawali(Female)  (P)",DHANAN WALI,182030103,,,,,208,208,,,
"",,DHANAN WALI,182030104,,,,,158,158,,,
"",,RIO GAN,182030105,,,,,79,79,,,
"",,,Total,,,,,1239,1239,,2,2
84,"Government Girls Primary School Jagat Pur(P)",JAGAT PUR,182030106,,,,220,170,390,,,
"",,CHAK JAITA,182030107,,,,245,181,426,,,
"",,MANK CHAND,182030110,,,,224,177,401,,,
"",,,Total,,,,689,528,1217,1,1,2
8,Government Girls Primary School Abiala (P),ABIALA,182030108,,,,431,338,769,,,
"",,DAULO BHELO,182030109,,,,304,214,518,,,
"",,,Total,,,,735,552,1287,1,1,2
86,Government Boys High  School Rorras.(P),RORAS,182030201,,,,695,492,1187,,,
"",,RORAS,182030202,,,,5,1,6,,,
"",,KOT BHAGA,182030403,,,,270,173,443,,,
"",,,Total,,,,970,666,1636,2,1,3
87,"Government Boys High  School Rorras.(Male)(P)",RORAS,182030203,,,,455,,455,,,
"",,RORAS,182030204,,,,356,,356,,,
"",,RORAS,182030205,,,,639,,639,,,
"",,,Total,,,,1450,,1450,2,,2
88,"Government Girls High School Rorras.(Female)",RORAS,182030203,,,,,397,397,,,
"",,RORAS,182030204,,,,,301,301,,,
"",,RORAS,182030205,,,,,556,556,,,
"",,,Total,,,,,1254,1254,,2,2
89,Government Boys High School Kullowal.,KALOWAL,182030301,,,,467,393,860,,,
"",,KALOWAL,182030302,,,,286,243,529,,,
"",,,Total,,,,753,636,1389,1,1,2
90,"Government Girls Higher Secondery SchoolKullowal (Male) (P)",KALOWAL,182030303,,,,902,,902,,,
"",,KALOWAL,182030304,,,,395,,395,,,
"",,CHAK MUGHAL,182030305,,,,284,,284,,,
"",,CHAK MUGHAL,182030306,,,,43,,43,,,
"",,,Total,,,,1624,,1624,3,,3
91,"Government Girls Higher Secondery SchoolKullowal (Female) (P)",KALOWAL,182030303,,,,,723,723,,,
KALOWAL,182030304,,,,,316,316,,,,,
CHAK MUGHAL,182030305,,,,,244,244,,,,,
CHAK MUGHAL,182030306,,,,,28,28,,,,,
"",Total,,,,,1311,1311,,2,2,,
RATTALA,182030307,,,,336,220,556,,,,,
NABI PUR,182030309,,,,0,0,0,,,,,
"",Sharif. (P),DARYA BALA,182030310,,,,0,0,0,,,
"",,,Total,,,,336,220,556,1,1,2
93,"Government Girls Primary School Lale wali.(P)",LALE WALI,182030308,,,,628,420,1048,,,
"",,,Total,,,,628,420,1048,1,1,2
94,"Government Girls Primary School ManguBehram (P)",MANGO BAHRAM,182030401,,,,374,277,651,,,
"",,PINDIAN,182030402,,,,137,89,226,,,
"",,,Total,,,,511,366,877,1,1,2
95,"Government Model Premary School KotChohda. (P)",KOT CHOHDA,182030404,,,,312,214,526,,,
"",,,Total,,,,312,214,526,1,1,2
